회사명,거래소코드,회계년도,자기자본배율,당좌비율,이자보상배율(이자비용),총자본회전률,재고자산회전률,총자본증가율,매출액증가율,부가가치율
대성홀딩스(주),016710,2010/12,1408.26,26.41,5,0.14,153.37,-1.01,-91.18,71.98
대성홀딩스(주),016710,2012/12,1446.27,162.5,1.16,0.11,38.65,7.48,-1.59,39.45
대성홀딩스(주),016710,2013/12,1498.95,184.32,2.07,0.13,33.04,11.18,25.85,35.01
대성홀딩스(주),016710,2014/12,1494.96,157.59,1.26,0.08,21.17,-0.15,-34.87,38.09
대성홀딩스(주),016710,2015/12,1482.68,131.97,1.15,0.07,18.96,-1.41,-14.3,39.44
대성홀딩스(주),016710,2016/12,1491.02,182.58,2.3,0.07,31.43,0.35,0.11,56.16
대성홀딩스(주),016710,2017/12,1500.29,98.81,2.44,0.06,749.67,-3.14,-11.19,59.1
대성홀딩스(주),016710,2018/12,1512.12,88.09,2.55,0.06,0,0.41,-7.93,67.81
대성홀딩스(주),016710,2019/12,1505.89,25.9,1.79,0.04,0,-10.09,-28.63,67.61
대성홀딩스(주),016710,2020/12,1532.13,65.34,9.97,0.1,0,5.06,117.63,76.29
대성홀딩스(주),016710,2001/12,1005.97,111.05,2.34,0.98,20.17,16.47,19.92,11.18
대성홀딩스(주),016710,2007/12,1137.83,38.1,2.04,1.09,11.11,7.68,2.97,9.67
대성홀딩스(주),016710,2011/12,1440.96,149.9,1.17,0.12,72.75,2.83,-15.93,37.05
대성홀딩스(주),016710,2002/12,1005.24,93.34,1.45,0.81,18.19,23.91,-0.71,10.74
대아리드선(주),009940,2004/12,0,23.98,-2.64,1.36,9.79,-27.4,21.6,-7.15
대아리드선(주),009940,2003/12,35.85,40.86,-1.52,0.97,6.84,1.19,3.4,12.02
대아리드선(주),009940,2001/12,104.92,42.73,-1.28,0.79,5.6,-0.78,-13.37,10.62
대아리드선(주),009940,2000/12,139.02,46.55,0.83,0.95,6.6,9.12,16.76,20.94
대아리드선(주),009940,2002/12,64.2,43.97,-0.88,0.88,6.52,-13.24,2.98,12.22
대영포장(주),014160,2003/12,123.23,60.82,-0.64,0.97,19.91,1.34,-3.9,15.37
대영포장(주),014160,2004/12,123.27,72.37,0.21,0.96,19.36,-3.8,-2.6,8.86
대영포장(주),014160,2006/12,122.25,97.82,-0.33,0.87,18.98,4.89,-2.65,14.6
대영포장(주),014160,2005/12,116.16,60.67,-3.32,0.93,20.1,3.72,-3.43,4.53
대영포장(주),014160,2008/12,124.77,87.94,2.54,1.31,24.2,5.94,43.35,9.72
대영포장(주),014160,2007/12,119.42,76.46,-0.18,0.96,23.21,5.85,17.1,7.88
대영포장(주),014160,2010/12,208.69,82.4,4.14,1.02,24.91,38.52,41.65,9.51
대영포장(주),014160,2002/12,128.43,139.17,0.21,0.99,27.33,-5.92,3.57,29.17
대영포장(주),014160,2009/12,194.58,92.82,5.55,1.01,21.02,41.68,-3.64,10.95
대영포장(주),014160,2013/12,252.61,107.56,3.67,1.11,19.47,3.05,-4.52,10.85
대영포장(주),014160,2014/12,264.51,74.44,5.92,1.22,22.78,-1.49,10.26,10.65
대영포장(주),014160,2015/12,241.27,57.35,6.13,1.19,23.72,4.82,-0.96,3.66
대영포장(주),014160,2016/12,259.18,76.88,7.32,1.27,21.93,-0.51,9.38,13.06
대영포장(주),014160,2012/12,235.7,124.7,4.55,1.11,18.87,-12.11,2.44,13.87
대영포장(주),014160,2018/12,258.95,72.87,8.12,1.41,21.47,5.33,-3.85,10.3
대영포장(주),014160,2019/12,277.76,95.04,12.71,1.25,21.13,-2.96,-9.99,13.69
대영포장(주),014160,2020/12,283.95,116.18,9.91,1.24,23.77,-2.02,-3.47,10.43
대영포장(주),014160,2011/12,209.82,82.05,0.88,1.1,20.39,17.69,35.31,5.22
대영포장(주),014160,2001/12,232.3,44.38,-0.42,1.86,56.02,0,0,4.23
대영포장(주),014160,2000/12,-18.47,59.81,-3.28,0.72,16.6,-33.96,24.76,-17.25
대영포장(주),014160,2017/12,242.52,73.5,-3.58,1.5,22.78,-0.98,16.83,5.25
대우자동차판매(주),004550,2004/12,519.98,75.69,1.21,1.72,24.56,4.24,-8.63,6.39
대우자동차판매(주),004550,2005/12,530.55,78.17,0.8,1.53,20.56,2,-8.15,6.62
대우자동차판매(주),004550,2006/12,544.57,82.01,1.73,1.6,18.34,13.68,12.32,5.78
대우자동차판매(주),004550,2003/12,504.27,73.33,-0.63,1.94,28.28,1.93,-13.45,6.62
대우자동차판매(주),004550,2001/12,447.48,66.61,1.04,1.93,27.23,-12.78,-16.07,7.09
대우자동차판매(주),004550,2009/12,537.8,81.9,-0.5,0.84,31.81,16.3,1.28,-1.13
대우자동차판매(주),004550,2010/12,58.48,40.11,-2.93,0.09,6.71,-21.29,-89.31,-365.93
대우자동차판매(주),004550,2011/12,104.12,82.84,-0.09,0,3.73,-48.7,-98.43,4679.11
대우자동차판매(주),004550,2000/12,406.9,54.03,1.4,2.14,28.4,-1.14,10.46,8.5
대우자동차판매(주),004550,2002/12,477.97,63.74,2.15,2.23,34.96,-2.86,5.99,6.74
대우자동차판매(주),004550,2008/12,907.87,79.63,1.23,1.09,20.07,52.88,-17.22,5.04
대우자동차판매(주),004550,2007/12,526.05,86.1,2.96,1.67,18.27,1.59,12.22,6.12
대우전자(주),007410,2001/12,0,88.37,0.12,1.16,24.48,-1.61,-5.1,0.66
대우전자(주),007410,2000/12,-646.98,83.93,0.04,1.05,20.46,-24.07,-16.61,-7.66
대우전자부품(주),009320,2004/12,69.14,60.27,-1.48,0.91,7.35,-12.25,-2.09,-2.16
대우전자부품(주),009320,2005/12,184.75,56.05,-3.54,0.59,5.91,-16.81,-44.56,-13.5
대우전자부품(주),009320,2006/12,162.32,130.65,-8.01,0.4,6.13,-16.14,-42.66,-44.45
대우전자부품(주),009320,2007/12,71.66,100.89,-6.74,0.55,12.15,-21.28,11.3,-51.66
대우전자부품(주),009320,2008/12,11.34,59.84,-2.78,0.38,9.09,-36.89,-50.85,-93.5
대우전자부품(주),009320,2009/12,162.82,65.08,-9.94,0.21,5.2,-36.63,-64.82,82.62
대우전자부품(주),009320,2010/12,135.22,105.81,-3.61,0.41,11.1,-20.44,34.93,7.09
대우전자부품(주),009320,2002/12,136.13,99.54,1.83,0.85,6.8,-6.42,-1.41,17.85
대우전자부품(주),009320,2003/12,137.09,96.13,0.64,0.88,6.63,2.15,0.88,18.02
대우전자부품(주),009320,2013/12,81.12,132.61,-0.6,0.53,8.02,10.8,2.29,15.43
대우전자부품(주),009320,2014/12,125.59,46.02,1.11,0.59,8.67,30.4,35.88,21.86
대우전자부품(주),009320,2000/12,125.1,89.71,0.95,0.94,9.76,0.63,-1.96,21.93
대우전자부품(주),009320,2016/12,147.73,71.88,3.16,0.8,8.14,2.31,8.79,15.67
대우전자부품(주),009320,2017/12,160.33,66.07,7.2,0.87,9.29,3.35,11.81,17.23
대우전자부품(주),009320,2018/12,164.97,75.12,3.68,0.92,9.21,7.9,11.31,14.88
대우전자부품(주),009320,2019/12,155.04,55.08,-1.37,0.72,5.78,9.41,-14.69,11.14
대우전자부품(주),009320,2020/12,146.6,51.05,-1.27,0.9,5.73,18.73,42.15,7.69
대우전자부품(주),009320,2011/12,91.02,109.78,-3.67,0.48,8.47,-4.3,1.91,-14.29
대우전자부품(주),009320,2001/12,128.74,98.47,0.74,0.8,7.04,-8.27,-17.87,20.86
대우전자부품(주),009320,2012/12,87.03,82.27,-0.74,0.56,8.75,4.92,16.83,23.21
대우전자부품(주),009320,2015/12,133.83,58.02,3.04,0.8,9.02,15.85,64.69,16.81
대우조선해양(주),042660,2004/12,182.62,69.51,3.92,1.02,13.4,35.74,9.92,10.33
대우조선해양(주),042660,2003/12,146.4,67.07,21.79,1.15,19.65,11.44,28.58,26.29
대우조선해양(주),042660,2006/12,166.68,65.46,-5.75,0.96,9.72,13.31,14.56,4.85
대우조선해양(주),042660,2007/12,183.5,78.21,15.27,1,8.86,39.09,31.55,8.24
대우조선해양(주),042660,2008/12,193.87,76.59,56.56,0.91,8.31,91.35,54.04,4.36
대우조선해양(주),042660,2009/12,285.24,80.35,5.67,0.79,9.15,-6.78,10.16,5.99
대우조선해양(주),042660,2010/12,401.71,82.62,12.28,0.88,17.69,-3.35,5.94,12.69
대우조선해양(주),042660,2011/12,446.32,73.19,999999999,0.85,25.14,0.99,-4.34,7.92
대우조선해양(주),042660,2012/12,398.93,68.41,999999999,0.86,20.39,-5.89,-1.36,-2.79
대우조선해양(주),042660,2013/12,301.29,81.15,999999999,0.94,17.9,8.57,10.86,-8.53
대우조선해양(주),042660,2014/12,201.14,73.71,-6.45,0.92,11.32,5.42,4.41,-5.72
대우조선해양(주),042660,2015/12,30.26,53.78,-53.82,1.62,15.88,0,0,-21.96
대우조선해양(주),042660,2016/12,71.77,55.55,-20.4,0.74,8.56,-21.84,-14.82,-15.77
대우조선해양(주),042660,2017/12,509.77,96.7,21.7,0.87,12.91,-18.25,-6.6,13.85
대우조선해양(주),042660,2018/12,689.75,113.26,5.93,0.84,9.33,6.48,-9.73,12.8
대우조선해양(주),042660,2019/12,671.22,119.66,1.63,0.73,6.7,-5.7,-13.36,2.78
대우조선해양(주),042660,2020/12,695.68,96.84,1.08,0.66,6.69,-8.26,-15.34,5.28
대우조선해양(주),042660,2005/12,149.82,71.78,-5.51,0.89,9.58,-2.29,-0.96,3.91
대우조선해양(주),042660,2002/12,130.64,53.82,13.72,0.99,19.72,8.41,11.68,31.53
대우조선해양(주),042660,2001/12,78.32,57.31,2.33,0.92,24.18,0,0,32.48
대우조선해양(주),042660,2000/12,,,,,,,,
대우중공업(주),000200,2000/12,0,36.12,-0.22,0.67,14.44,-96.02,-37.2,-87.47
대우통신(주),005060,2001/12,0,40.72,-0.36,0.67,8.81,-29.49,-54.33,-3.74
대우통신(주),005060,2000/12,0,58.82,0.02,0.96,8.69,-38.41,-7.49,-4.32
대원강업(주),000430,2004/12,544.92,58.14,12.41,1.55,13.78,12.18,19.26,25.84
대원강업(주),000430,2005/12,571.39,46.98,4.56,1.5,12.08,10.54,7.71,23.32
대원강업(주),000430,2006/12,576.27,60.48,3.09,1.29,13.17,0.13,-9.79,25.72
대원강업(주),000430,2007/12,569.62,43.27,2.23,1.4,19.62,-0.74,8.04,25.59
대원강업(주),000430,2008/12,911,45.9,-0.8,1.15,20.47,54.38,4.36,9.05
대원강업(주),000430,2009/12,950.37,46.85,0.79,0.81,20.43,-0.62,-15.27,10.44
대원강업(주),000430,2010/12,1014.67,55.62,6.23,1.1,27.67,16.3,46.51,12.95
대원강업(주),000430,2011/12,1031.98,60.18,3.94,1.17,26.37,13.41,22.41,8.54
대원강업(주),000430,2012/12,1100.72,65.72,4.19,1.1,25.75,4.8,2.42,9.31
대원강업(주),000430,2013/12,1159.13,64.6,5.24,1.06,25.75,19.98,8.59,7.58
대원강업(주),000430,2014/12,1156.65,63.49,1.82,0.98,26.35,-6.5,-3,6.39
대원강업(주),000430,2015/12,1195.54,65.35,4.77,1.01,24.29,-1.34,-0.46,8.89
대원강업(주),000430,2016/12,1261.26,75.42,5.71,1.05,27.74,9.5,7.91,8.49
대원강업(주),000430,2017/12,1285.44,77.31,4.79,0.99,38.43,-11.97,-7.64,7.35
대원강업(주),000430,2018/12,1303.41,61.82,6.19,1,28.47,-6.88,-7.93,8.04
대원강업(주),000430,2019/12,1320.31,54.12,5.55,1.02,23.02,-4.28,-3.74,8.11
대원강업(주),000430,2020/12,1323.94,57.39,4.12,0.92,20.79,0.46,-11.79,7.27
대원강업(주),000430,2002/12,429.75,52.24,9.45,1.46,14.22,2.08,30.56,28.04
대원강업(주),000430,2000/12,368.62,42.79,3.31,1.07,10.68,-5.31,3.07,28.5
대원강업(주),000430,2003/12,491.12,60.12,15.03,1.45,14.49,10.68,5.95,27.4
대원강업(주),000430,2001/12,375.47,48.38,2.76,1.11,10.73,-2.64,-0.16,27.37
대원전선(주),006340,2004/12,140.62,89.72,2.48,2.02,18.94,31.24,32.64,7.4
대원전선(주),006340,2005/12,141.99,116.81,-0.93,2.12,21.31,-2.06,17.84,3.11
대원전선(주),006340,2006/12,153.9,105.88,5.58,2.72,31.49,26.21,43.42,3.48
대원전선(주),006340,2003/12,136.24,118.69,-1.5,1.81,18.02,5.21,0.41,5.85
대원전선(주),006340,2008/12,161.59,119.67,5.51,2.71,21.07,4.72,17.43,2.13
대원전선(주),006340,2009/12,165.15,117.85,1.81,2.08,18.38,-3.53,-22.83,2.58
대원전선(주),006340,2010/12,168.55,121.47,4.43,2.7,20.26,2.79,29.2,2.46
대원전선(주),006340,2007/12,152.3,119.16,7.38,2.68,22.27,30.17,26.58,2.98
대원전선(주),006340,2002/12,144.29,141.62,4.1,1.72,20.69,-12.65,3.57,14.74
대원전선(주),006340,2013/12,205.07,108.33,2.72,2.27,19.45,-5.5,6.3,1.91
대원전선(주),006340,2014/12,205.54,105.99,1.05,2.06,14.65,-6.28,-14.85,1.73
대원전선(주),006340,2015/12,210.14,115.08,4.09,2.29,17.58,-2.43,6.6,2.17
대원전선(주),006340,2016/12,227.08,113.88,2.96,2.15,21.79,6.05,-4.77,2.16
대원전선(주),006340,2017/12,227.84,109.18,-1.97,2.37,20.02,11.97,20.59,2.08
대원전선(주),006340,2018/12,230.84,121.6,1.64,2.08,14.66,-14.89,-14.44,1.86
대원전선(주),006340,2019/12,229.08,127.83,-0.69,2.1,16.51,0.43,-6.56,1.25
대원전선(주),006340,2020/12,233.67,125.29,4.37,1.9,16.47,0.56,-9.45,2.47
대원전선(주),006340,2012/12,201.43,114.82,3.66,2.09,19.1,1.13,-6.97,2.58
대원전선(주),006340,2011/12,189.01,123.53,3,2.62,20.65,37.91,16.81,2.13
대원전선(주),006340,2001/12,144.23,132.84,2.87,1.56,24.18,0,0,4.43
대원전선(주),006340,2000/11,139.08,109.71,1.24,1.14,13.28,9.85,21.7,9.96
대원제약(주),003220,2003/12,700.21,572.24,17.79,0.75,9.37,3,-2.37,42.72
대원제약(주),003220,2005/12,735.1,449.31,598.98,0.9,10.95,9.16,17.75,39.37
대원제약(주),003220,2006/12,848.42,375.55,3516.37,1.01,10.95,17.33,27.06,37.49
대원제약(주),003220,2007/12,957.82,416.55,97.15,1.07,10.51,15.97,23.8,38.49
대원제약(주),003220,2008/12,1022.99,234.47,28.91,1.15,9.84,11.1,21.92,35.32
대원제약(주),003220,2009/12,1285.39,176.76,48.79,1.2,9.54,31.83,27.87,36.19
대원제약(주),003220,2010/12,1473.13,222.07,54.52,1.21,10.8,17.62,24.81,38.24
대원제약(주),003220,2011/12,1611.26,210.47,51.38,1.03,9.89,8.36,-4.68,35.42
대원제약(주),003220,2012/12,1587.73,244.82,59.25,0.94,8.26,4.59,-2.84,34.96
대원제약(주),003220,2002/12,702.2,550.49,127.5,0.81,12.34,7.49,7.29,47.8
대원제약(주),003220,2014/12,1643,192.69,182.47,1.05,6.54,13.11,15.43,36.23
대원제약(주),003220,2015/12,1739.8,192.32,922.91,1.14,6.89,8.37,19.49,34.86
대원제약(주),003220,2016/12,1830.48,157.46,999999999,1.17,6.83,9.73,11.95,35.76
대원제약(주),003220,2017/12,1821.65,148.69,175.54,1.2,6.97,4.88,10.45,31.76
대원제약(주),003220,2018/12,1893.96,107,354.67,1.14,7.13,21.35,7.68,34.15
대원제약(주),003220,2019/12,2054.49,111.75,134.03,1.06,6.68,19.13,11.19,34.16
대원제약(주),003220,2020/12,2082.9,94.65,21.38,0.93,5.38,2.52,-2.84,31.81
대원제약(주),003220,2000/12,610.49,377.04,16.95,0.82,13.6,14.53,20.12,52
대원제약(주),003220,2001/12,633.95,530.42,57.57,0.84,13.93,15.76,17.55,54.5
대원제약(주),003220,2013/12,1576.07,240.24,152.18,1.01,7.55,8.78,15.24,35.34
대원제약(주),003220,2004/12,663.67,467.81,50.15,0.77,9.07,-6.13,0.79,41.88
대원화성(주),024890,2004/12,262.82,208.89,2.58,1.2,12.18,4.21,12.22,9.18
대원화성(주),024890,2005/12,275.18,260.52,5.57,1.39,14.15,-3.06,16.34,11.06
대원화성(주),024890,2006/12,294.04,234.27,4.96,1.24,14.31,19.59,-3.67,11.5
대원화성(주),024890,2007/12,295.91,226.08,1.37,1.11,12.72,13.99,4.91,8.98
대원화성(주),024890,2008/12,329.1,97.57,-1.19,1,12.52,36.77,13.68,-2.25
대원화성(주),024890,2009/12,376.21,85.61,0.04,0.86,12.18,0.15,-1.47,4.93
대원화성(주),024890,2010/12,309.65,71.56,0.6,1,11.33,2.7,18.68,0.53
대원화성(주),024890,2011/12,257.85,58.68,-0.3,1.09,9.48,-6.85,6.5,-3.99
대원화성(주),024890,2012/12,251.02,63.14,0.78,1.12,8.69,3.63,1.11,5.61
대원화성(주),024890,2013/12,222.21,66.28,2.01,1.05,8.42,-4.28,-6.46,3.32
대원화성(주),024890,2003/12,261.2,143.82,2.39,1.07,10.63,-3.76,-0.7,28.57
대원화성(주),024890,2015/12,301.81,120.65,8.08,1.26,12.01,6.07,9.95,13.7
대원화성(주),024890,2016/12,328.98,125.97,10.97,1.01,10.11,5.96,-14.44,12.42
대원화성(주),024890,2017/12,325.43,138.4,6.59,0.97,9.45,-9.95,-6.76,7.79
대원화성(주),024890,2018/12,352.29,135.52,-1.4,0.97,9.93,5.78,-2.65,7.19
대원화성(주),024890,2019/12,382.3,99.15,-1.08,1.05,12.34,7.14,15.68,10.16
대원화성(주),024890,2020/12,366.99,67.1,-8.01,0.81,9.69,-0.4,-20.06,3.68
대원화성(주),024890,2001/12,235.02,155.6,-3.22,0.91,6.88,-18.96,4.79,5.62
대원화성(주),024890,2002/12,206.92,86.66,-0.45,1.01,9.4,-7.91,-4.28,19.11
대원화성(주),024890,2014/12,250.32,78.89,4.92,1.22,10.47,8.11,18.23,12.49
대원화성(주),024890,2000/12,324.35,117.53,0.04,0.66,6.94,-27.22,5.22,28.14
대일화학공업(주),003110,2000/12,610.72,40.7,-26.52,0.07,7.57,0,0,-492.13
대일화학공업(주),003110,2001/12,499.08,157.12,-8.9,0.1,7.52,-32.16,16.02,92.95
대창단조(주),015230,2004/12,313.86,24.23,1.91,1.11,2.94,3.96,30.56,15.31
대창단조(주),015230,2005/12,354.62,22.38,3.14,1.3,3.6,-7.69,14.75,14.7
대창단조(주),015230,2006/12,377.1,29.24,3.24,1.38,4.11,-6.3,-1.89,10.16
대창단조(주),015230,2007/12,406.97,30.21,3.3,1.54,4.81,-1.6,7.66,13.25
대창단조(주),015230,2008/12,459.97,36.12,6.5,1.92,5.54,31.21,42.4,7.14
대창단조(주),015230,2009/12,486.79,64.39,4,1.54,5.03,-24.67,-19.82,8.08
대창단조(주),015230,2010/12,607.26,63.38,9.62,2.56,11.32,25.05,60.3,9.45
대창단조(주),015230,2011/12,677.55,106.66,12.63,2.87,13.3,6.19,28.45,9.48
대창단조(주),015230,2012/12,884.45,229.61,33.59,2.37,12.22,-6.02,-17.45,12.15
대창단조(주),015230,2013/12,1040.8,352.72,186.35,1.78,11.67,10.02,-23.85,12.41
대창단조(주),015230,2014/12,1166.58,327.12,255.02,1.49,11.38,12.66,-6.47,11.34
대창단조(주),015230,2015/12,1263.7,410.85,192.45,1.27,10.14,4.18,-7.5,12.88
대창단조(주),015230,2016/12,1406.7,443.76,279.73,1.11,8.65,10.32,-6.87,13.71
대창단조(주),015230,2017/12,1482.54,411.02,292.76,1.3,8.36,6.41,27.24,8.36
대창단조(주),015230,2018/12,1545.59,440.31,282.56,1.56,8.16,2.13,25.25,5.56
대창단조(주),015230,2019/12,1108.66,588.34,657.91,1.23,6.47,-0.4,-20.37,8.64
대창단조(주),015230,2020/12,1118.37,492.82,1816.21,1.09,5.98,2.36,-11.02,8.06
대창단조(주),015230,2002/12,255.18,31.42,1.19,0.76,2.33,-2.04,6.49,15.96
대창단조(주),015230,2001/12,271.1,47.54,0.81,0.7,2.53,-0.54,-0.48,14.62
대창단조(주),015230,2003/12,273.46,23.14,1.37,0.85,2.33,-4.32,8.99,18.01
대창단조(주),015230,2000/12,289.53,39.63,1.41,0.74,2.96,10.41,29.89,17.96
대한방직(주),001070,2004/12,1608.68,49.35,0.72,1.12,4.29,-9.69,-0.92,8.79
대한방직(주),001070,2005/12,2341.08,160.42,0.28,1.12,5.34,13,1.05,29.49
대한방직(주),001070,2006/12,2233.37,76.92,0.3,1.12,7.62,-5.31,3.53,1.96
대한방직(주),001070,2003/12,1489.94,55.58,2.51,1.04,3.88,-6.9,-7.78,22.52
대한방직(주),001070,2008/12,1908.06,82.4,0.82,1.23,7.9,24.3,18.77,0.42
대한방직(주),001070,2009/12,1627.73,69.24,0.18,1.05,6.98,-8.15,-9.51,-0.05
대한방직(주),001070,2010/12,1766.11,69.99,2.64,1.18,6.65,4.01,10.41,8.81
대한방직(주),001070,2007/12,2068.32,62.25,-0.82,1.15,7.99,-1.23,-0.61,0.97
대한방직(주),001070,2002/12,1213.88,55.22,1.42,0.98,4.45,-17.32,-6.31,26.11
대한방직(주),001070,2013/12,1684.82,54.12,0.61,1.02,5.04,4.69,4.03,8.77
대한방직(주),001070,2014/12,3363.93,45.27,-0.75,0.73,4.49,37.51,-13.04,-4.82
대한방직(주),001070,2015/12,3311.31,41.05,1.01,0.62,5,1.94,-0.17,5.22
대한방직(주),001070,2016/12,3665.7,44.73,0.42,0.62,4.73,1.24,1.08,6.53
대한방직(주),001070,2017/12,3297.57,139.82,-1.68,0.54,4.39,-5.86,-14.26,-3.14
대한방직(주),001070,2018/12,3317.18,189.9,-2.51,0.65,5.09,-26.48,1.32,7.39
대한방직(주),001070,2019/12,2355.38,85.96,-20.82,0.66,4,-28.01,-26.71,-7.96
대한방직(주),001070,2020/12,2540.12,113.31,4.72,0.84,4.42,10.06,12.01,7.52
대한방직(주),001070,2012/12,1591.1,57.75,-0.52,0.96,4.94,-7.75,-9.31,1.91
대한방직(주),001070,2011/12,1771.46,54.07,-0.69,1.08,5.21,13.19,-0.93,1.04
대한방직(주),001070,2001/12,834.49,20.65,0.93,0.96,5.2,0,0,20.93
대한방직(주),001070,2000/07,599,17.83,-0.4,2.04,10.59,0,0,-9.82
대한알루미늄공업(주),009050,2000/12,46.43,38.57,0.03,0.9,6.92,-0.81,1.68,1.45
대한유화(주),006650,2004/12,957.05,55.41,6.89,1.39,10.12,3.94,31.43,16.3
대한유화(주),006650,2005/12,1040.43,57.3,3.77,1.34,8.85,8.66,2.91,10.71
대한유화(주),006650,2006/12,1186.23,72.54,7.23,1.58,10.67,4.98,25.58,11.81
대한유화(주),006650,2003/12,780.8,39.45,1.86,1.05,8.85,-4.1,26.54,16.19
대한유화(주),006650,2008/12,1047.53,50.26,-3.22,2.04,13.35,12.41,22.1,-3.92
대한유화(주),006650,2009/12,1343.06,87.73,9.2,1.81,13.06,1.69,-4.99,13.49
대한유화(주),006650,2010/12,1260.34,82.79,8.96,1.96,12.04,1.06,9.73,8.79
대한유화(주),006650,2007/12,1319.19,92.7,10.3,1.73,11.13,-4.76,9.44,10.55
대한유화(주),006650,2001/12,750.17,41.6,0.06,0.75,8.4,-6.24,8.1,15.53
대한유화(주),006650,2013/12,1831.72,97.8,1.77,1.54,10.71,3.8,-5.66,4.22
대한유화(주),006650,2014/12,1951.91,104.55,9.36,1.53,11.75,6.37,4.51,6.21
대한유화(주),006650,2015/12,2410.87,106.29,24.91,1.21,11.58,5.95,-16.06,20.22
대한유화(주),006650,2016/12,3024.88,89.74,90.61,1,11.87,15.64,-7.78,27.29
대한유화(주),006650,2017/12,3465.32,89.71,64.59,0.98,11.33,12.27,11.69,21.63
대한유화(주),006650,2018/12,4002.31,183.92,87.42,1.34,14.89,-0.58,43.55,18.75
대한유화(주),006650,2019/12,4176.62,339.5,74.81,1.09,12.55,0.46,-18.92,13.49
대한유화(주),006650,2020/12,4437.89,801.71,812.73,0.96,13.13,3.99,-9.36,17.18
대한유화(주),006650,2012/12,1779.85,96.44,-0.47,1.66,12.01,0.43,2.92,2.43
대한유화(주),006650,2000/12,795.86,66.02,0.18,0.65,7.32,-5.83,18.78,15.03
대한유화(주),006650,2011/12,1842.35,110.98,3.58,1.85,12.17,33.63,10.72,5.2
대한유화(주),006650,2002/12,753.89,41.91,0.9,0.78,8.06,-7.96,-3.08,20.95
대한전선(주),001440,2004/12,673.61,61.5,1.65,1,10.75,-1.77,29.29,5.94
대한전선(주),001440,2005/12,826.12,129.15,0.53,0.97,7.93,4.85,-1.48,15.05
대한전선(주),001440,2006/12,876.81,147.35,1.93,1.26,10.64,12.23,41,7.5
대한전선(주),001440,2007/12,873.83,93.02,1.42,0.85,11.68,58.1,-7.12,6.98
대한전선(주),001440,2008/12,716.2,52.27,0.68,0.77,13.78,13.86,17.6,7.45
대한전선(주),001440,2009/12,527.62,62.01,0.43,0.67,11.44,-0.36,-7.55,-12.13
대한전선(주),001440,2010/12,193.1,73.47,0.48,0.85,13.63,-12.14,19.62,-28.73
대한전선(주),001440,2011/12,89.32,50.36,0.29,0.91,14.18,-8.73,-4.63,-4.08
대한전선(주),001440,2012/12,118.97,43.43,0.05,0.8,11.26,-17.09,-23.09,-9.93
대한전선(주),001440,2003/12,662.59,66.38,1.62,0.82,9.42,15.51,-0.48,9.77
대한전선(주),001440,2014/12,6.89,34.7,0.84,1.17,12.7,-13.85,-15.32,-6.72
대한전선(주),001440,2015/12,81.53,95.07,1.23,1.1,11.18,-7.02,-15.9,1.43
대한전선(주),001440,2016/12,88.59,107.07,1.29,0.97,8.76,6.6,-11.7,7.37
대한전선(주),001440,2017/12,86.81,105.25,1.4,1.17,8.9,-2.85,22,4.39
대한전선(주),001440,2018/12,83.63,120.51,1.19,1.27,8.84,-5.38,4.33,5.71
대한전선(주),001440,2002/12,754.26,79.52,2.2,0.9,10.93,2.89,-1.43,14.42
대한전선(주),001440,2020/12,87.25,60.92,1.37,1.23,8.51,-2.32,3.82,6.82
대한전선(주),001440,2001/12,705.73,81.14,2.2,0.96,12.42,8.76,-0.23,15.32
대한전선(주),001440,2000/12,632.34,87.62,1.37,0.86,14.53,-25.43,-5.29,13.27
대한전선(주),001440,2013/12,55.44,58.02,-2.79,1.02,12.76,-33.67,-3.67,-27.9
대한전선(주),001440,2019/12,77.13,55.26,0.66,1.18,8.17,1.94,-8.76,5.25
대한제강(주),084010,2005/03,804.55,93,44.28,1.89,8.3,8.81,17.29,21.86
대한제강(주),084010,2006/03,745.08,290.22,35.36,1.73,7.55,13.87,2.5,16.56
대한제강(주),084010,2007/03,821.94,264.93,70.99,1.56,12.69,15.98,3.49,12.86
대한제강(주),084010,2004/03,1410.86,84.13,30.1,1.84,13.15,21.2,35.98,17.95
대한제강(주),084010,2009/12,1335.14,115.69,10.85,1.28,9.87,13.05,-23.4,12.9
