회사명,거래소코드,회계년도,자기자본배율,당좌비율,이자보상배율(이자비용),총자본회전률,재고자산회전률,총자본증가율,매출액증가율,부가가치율
남광토건(주),001260,2014/12,0,86.42,-1.6,0.57,25.03,11.66,-2.06,-26.61
남광토건(주),001260,2015/12,80.52,97.75,-4.71,0.82,52.03,-55.76,8.52,-19.55
남광토건(주),001260,2016/12,82.99,96.21,-69.14,0.91,184.01,-22.54,-39.28,1.33
남광토건(주),001260,2017/12,88.22,97.73,13.84,0.68,273.5,-5.39,-37.03,5.29
남광토건(주),001260,2018/12,99.95,107.65,84.28,1,1235.4,-10.53,35.95,8.02
남광토건(주),001260,2019/12,107.59,101.08,8.85,1.34,1856.41,36.07,50.27,5.62
남광토건(주),001260,2020/12,134.91,97.39,58.25,1.17,1870.41,0.72,0.75,9.12
남광토건(주),001260,2003/12,60.11,114.4,1.54,1.15,12.78,-1.37,5.57,16.36
남광토건(주),001260,2000/12,9.4,93.97,0.9,0.98,6.79,7.95,13.08,27.02
남광토건(주),001260,2002/12,38.35,102.55,1.48,1.11,11.17,6.8,2.46,17.06
남광토건(주),001260,2001/12,33.22,91.05,1.13,1.04,9.85,-14,2.62,21.32
남양유업(주),003920,2004/12,10645.61,323.14,999999999,1.31,12.57,6.68,2.23,16.22
남양유업(주),003920,2005/12,11782,399.04,999999999,1.25,15.18,8.07,2.78,17.34
남양유업(주),003920,2006/12,12821.66,519.13,999999999,1.21,17.3,4.29,3.09,13.88
남양유업(주),003920,2003/12,9686.24,261.79,999999999,1.37,10.77,8.53,4.44,22.64
남양유업(주),003920,2008/12,13247.14,399.4,999999999,1.19,13.5,-5.49,8.58,3.03
남양유업(주),003920,2009/12,15536.29,449.08,999999999,1.3,14.52,15.39,14.22,23.05
남양유업(주),003920,2010/12,17236.29,445.18,999999999,1.17,15.75,10.76,1.9,18.25
남양유업(주),003920,2007/12,13974.22,432.21,999999999,1.12,15.73,10.72,-0.67,14.65
남양유업(주),003920,2002/12,8797.46,217.25,999999999,1.41,11.67,5.92,8.68,20.53
남양유업(주),003920,2013/12,18557.5,228.21,999999999,1.21,7.87,-5.55,-10.07,2.13
남양유업(주),003920,2014/12,18533.86,250.21,999999999,1.17,6.6,-1.28,-6.55,7.83
남양유업(주),003920,2015/12,19063.77,251.14,999999999,1.24,6.88,3.28,6.92,10.02
남양유업(주),003920,2016/12,19878.52,314.71,999999999,1.21,8.51,4.14,1.04,9.95
남양유업(주),003920,2017/12,19997.11,278,999999999,1.13,9.16,-0.52,-4.89,7.62
남양유업(주),003920,2018/12,20018.78,253.71,999999999,1.03,8.07,2.08,-7.49,8.93
남양유업(주),003920,2019/12,20301.03,248.38,-0.05,0.94,7.05,7,-4.9,11.86
남양유업(주),003920,2020/12,19217.32,270.76,-24.46,0.86,5.16,-5.12,-8.08,3.33
남양유업(주),003920,2012/12,19530.43,279.53,999999999,1.32,10.07,1.72,11.42,10.13
남양유업(주),003920,2011/12,18456.24,235.12,999999999,1.25,13.26,9.63,17.01,12.25
남양유업(주),003920,2001/12,8026.58,213.07,999999999,1.44,15.05,16.9,7.1,24.7
남양유업(주),003920,2000/12,6619.76,235.72,11362.52,1.6,17.54,22.02,4.7,28.46
남한제지(주),001950,2004/06,469.48,73.26,-0.45,0.94,5.7,6.08,6.01,13.62
남한제지(주),001950,2005/06,483.27,94.08,1.08,1.07,6.44,8.9,22.55,8.57
남한제지(주),001950,2006/06,222.6,56.63,-2.87,1.13,6.67,33.39,27.74,-0.41
남한제지(주),001950,2007/06,96.95,33.24,-3.55,1.01,5.18,-12.93,-4.59,-3.79
남한제지(주),001950,2008/06,5.86,35.48,-3.18,1.25,6.03,-4.65,13.08,-6.65
남한제지(주),001950,2003/06,491.28,102.69,3.21,0.95,7.25,7.74,0,16.03
남한제지(주),001950,2000/06,463.63,167.2,1.47,1.15,8.47,-2.34,13.64,15.86
남한제지(주),001950,2002/06,483.9,137.06,3.08,1.04,8.32,11.53,-5.37,21.33
남한제지(주),001950,2001/06,444.67,135.42,0.17,1.15,8.3,-1.38,-1.94,9.65
남해화학(주),025860,2004/12,524.03,76.32,0.29,1.35,6.23,13.74,50.27,7.85
남해화학(주),025860,2005/12,523.49,51.71,1.31,1.41,5.27,-6.35,7.84,5.96
남해화학(주),025860,2006/12,528.1,67.46,0.58,1.6,5.39,-15.27,0.76,6.93
남해화학(주),025860,2003/12,519.6,65.82,1.31,1,5.24,7.92,-14.25,17.67
남해화학(주),025860,2008/12,862.69,62.51,37.26,2.27,5.62,54.89,54.42,18.57
남해화학(주),025860,2009/12,729.91,126.23,-9.25,1.66,3.79,-29.46,-23.97,-2.27
남해화학(주),025860,2010/12,766.58,102.69,11.52,2.13,7.19,19.25,16.09,5.32
남해화학(주),025860,2007/12,600.39,132.81,6.42,1.94,8.37,7.23,15.35,8.81
남해화학(주),025860,2002/12,501.56,66.48,1.62,0.99,6.02,-31.27,-17.32,5.4
남해화학(주),025860,2013/12,713.19,109.92,9.13,2.61,9.14,-10.49,-5.26,3.27
남해화학(주),025860,2014/12,741.21,116.02,34.44,2.44,8.7,3.17,-10.05,4.13
남해화학(주),025860,2015/12,776.22,161.25,54.02,2.28,8.97,-0.55,-5.47,4.75
남해화학(주),025860,2016/12,800.42,160.59,22.34,2.09,9.88,2.46,-7.34,4.35
남해화학(주),025860,2017/12,847.85,172.28,52.79,2.07,9.78,5.1,2.36,5.99
남해화학(주),025860,2018/12,854.87,194.48,12.02,2.25,9.91,-1.62,10.72,3.93
남해화학(주),025860,2019/12,873.53,182.96,8.99,2.1,8.72,6.06,-4.47,4.64
남해화학(주),025860,2020/12,911.69,211.64,28.43,1.73,7.38,1.43,-14.94,6.62
남해화학(주),025860,2012/12,687.08,81.52,-8.95,2.46,7.5,-10.76,-2.73,0.25
남해화학(주),025860,2011/12,739.09,72.61,6.08,2.49,7.72,8.73,32.96,1.99
남해화학(주),025860,2001/12,588.86,83.57,3.9,1,6.08,-1.21,3.69,21.51
남해화학(주),025860,2000/12,580.26,89.43,3.26,0.94,6.04,-4,6.03,18.64
네이버(주),035420,2004/12,3144.07,185.37,3449.24,0.89,0,56.12,37.92,39.27
네이버(주),035420,2005/12,2996.69,169.12,2404.22,1.04,0,19.28,55.85,25.1
네이버(주),035420,2003/12,4359.15,292.43,999999999,1.02,0,60.28,122.9,63.37
네이버(주),035420,2007/12,1960.08,206.23,135.28,1.35,0,47.63,60.48,53.38
네이버(주),035420,2008/12,2571.44,220.13,76.23,1.33,0,23.59,31.29,51.66
네이버(주),035420,2009/12,4086.98,232.66,97.71,1.07,0,30.18,2.4,53.16
네이버(주),035420,2006/12,1615.84,169.63,999999999,1.24,0,47,60.39,47.21
네이버(주),035420,2011/12,6631.29,419.48,67.75,0.77,0,15.38,9.34,61.2
네이버(주),035420,2012/12,8248.54,318.81,87.17,0.65,0,33.08,5.31,64.16
네이버(주),035420,2013/12,9796.7,200.67,98.66,0.5,0,-14.44,-19.05,58.69
네이버(주),035420,2002/12,2860.34,436.01,999999999,0.87,0,172.15,207.55,58.53
네이버(주),035420,2015/12,14414.58,244.03,181.09,0.7,4000.52,24.02,30.79,52.3
네이버(주),035420,2016/12,16439.29,240.66,175.57,0.69,2557.38,13.97,16.59,49.77
네이버(주),035420,2017/12,23868.57,207.32,5765.84,0.64,1361.03,38.53,17.39,49.04
네이버(주),035420,2018/12,27648.73,101.12,527.36,0.61,1150.69,10.97,18.03,46.61
네이버(주),035420,2019/12,33550.35,96.8,999999999,0.62,2231.96,12.53,12.75,52.03
네이버(주),035420,2020/12,44062.72,75.26,32833.07,0.53,2389.56,32.26,5.81,52.39
네이버(주),035420,2000/12,1433.22,536.58,-527.61,0.24,0,0,0,-41.26
네이버(주),035420,2001/12,1550.63,372.13,331.99,0.59,0,26.38,174.54,40.83
네이버(주),035420,2014/12,11597.03,323.58,148.14,0.66,0,20.72,33.81,51.67
네이버(주),035420,2010/12,5676.79,354.72,112.05,0.87,0,31.83,6.09,54.74
넥상스코리아(주),003050,2003/12,575.68,426.26,999999999,0.8,24.32,-1.18,17.6,14.37
넥상스코리아(주),003050,2001/09,546.72,426.39,-11.27,0.99,18.29,27.34,-14.71,10.7
넥상스코리아(주),003050,2002/12,556.39,339.87,509.42,0.68,20.92,0,0,23.36
넥상스코리아(주),003050,2000/09,657.31,126.82,2.43,1.4,24.26,13.21,18.25,10.05
넥센타이어(주),002350,2003/12,391.99,64.42,9.34,0.89,9.34,8.62,5.71,38.34
넥센타이어(주),002350,2004/12,443.33,26.61,6.17,0.79,8.64,28.9,6.01,22.22
넥센타이어(주),002350,2002/12,352.1,58.39,11.67,0.95,9.84,16.84,13.15,39.45
넥센타이어(주),002350,2005/12,476.17,46.73,4.97,0.85,9.66,16.45,31.37,22.43
넥센타이어(주),002350,2008/12,546.26,49.8,3.85,1.11,10.71,28.24,32.88,10.82
넥센타이어(주),002350,2007/12,552.79,35.58,6.91,1,11.41,11.55,19.12,22.92
넥센타이어(주),002350,2010/12,878.62,83.3,9.85,1.26,10.45,16.99,11.81,18.9
넥센타이어(주),002350,2006/12,492.76,58.77,3,0.92,10.52,5.97,19.01,18.89
넥센타이어(주),002350,2009/12,755.13,104.19,12.3,1.24,11.23,3.29,28.04,25.51
넥센타이어(주),002350,2013/12,1476.15,91.45,5.34,0.77,8.26,12.66,1.4,21.45
넥센타이어(주),002350,2014/12,1676.62,116.18,6.61,0.68,9.63,12.12,0.14,21.72
넥센타이어(주),002350,2015/12,1854.22,141.02,7.01,0.68,11.56,2.45,6.28,23.89
넥센타이어(주),002350,2016/12,2119.77,172.27,10.26,0.68,12.59,1.72,1.48,26
넥센타이어(주),002350,2017/12,2365.07,139.6,10.81,0.68,12.18,2.99,3.16,22.81
넥센타이어(주),002350,2018/12,2593.99,140.26,13.69,0.66,11.07,9.88,2.93,24.5
넥센타이어(주),002350,2001/12,310.73,72.58,13.46,0.97,11.36,14.84,16.51,39
넥센타이어(주),002350,2020/12,2917.47,195.01,3.36,0.45,7.38,1.41,-25.44,18.76
넥센타이어(주),002350,2000/12,275.93,82.62,6.07,0.9,12.17,0.79,14.3,37.93
넥센타이어(주),002350,2012/12,1280.4,85.7,7.2,0.84,7.87,8.71,15.65,20.78
넥센타이어(주),002350,2011/12,1062.23,73.19,14.79,0.95,8.13,68.03,8.95,17.44
넥센타이어(주),002350,2019/12,2853.16,184.03,13.26,0.63,10.39,4.97,2.4,24.96
넷마블(주),251270,2015/12,67467.59,100.74,395.58,0.94,0,81.48,447.05,12.49
넷마블(주),251270,2016/12,20149.5,99.45,73.16,0.73,3942.14,44.36,22.13,6.99
넷마블(주),251270,2017/12,51572.16,680.53,11.91,0.51,2143.34,176.17,55.51,11.96
넷마블(주),251270,2018/12,50068.43,848.11,609.05,0.25,979.83,-4.88,-30.5,11.74
넷마블(주),251270,2019/12,48838.19,850.24,222.5,0.28,582.76,-1.42,7.93,9.02
넷마블(주),251270,2020/12,59969.59,64.93,6.34,0.25,492.03,44.39,10.11,15.88
넷마블(주),251270,2014/12,40631.39,236.74,12.39,0.42,0,612.53,16323.97,4.24
넷마블(주),251270,2013/12,5655.64,31.73,-0.98,0.01,0,40.21,66.68,-126.02
넷마블(주),251270,2011/12,,,,,,,,
넷마블(주),251270,2012/12,6027.57,88.77,-9.78,0.01,0,0,0,-145.34
다스코(주),058730,2004/12,541.74,334.33,578.26,1.51,8.87,23.79,15.97,17.44
다스코(주),058730,2005/12,634.95,286.5,999999999,1.45,8.66,21.09,17.5,18.02
다스코(주),058730,2003/12,534.49,201.19,83.2,1.57,12.44,15.4,12.58,25.88
다스코(주),058730,2007/12,778.98,407.93,999999999,1,8.41,23.16,0.22,18.01
다스코(주),058730,2001/12,430.27,168.1,38.69,1.99,24.25,39.68,33.84,28.87
다스코(주),058730,2009/12,844.9,161.33,12.46,1.09,5.54,-10.97,40.46,18.16
다스코(주),058730,2010/12,816.76,129.48,5.41,0.94,4.18,6.86,-16.23,9.3
다스코(주),058730,2006/12,749.07,274.94,8485.86,1.18,8.56,13.28,-4.91,19.49
다스코(주),058730,2002/12,613.27,209.36,96.42,1.63,17.4,18.63,4.14,30.97
다스코(주),058730,2013/12,1090.29,117.62,16.08,1.1,4.69,20.51,6.33,16.24
다스코(주),058730,2014/12,1153.78,127.18,26.31,1.04,4.68,-1.44,3.04,14.2
다스코(주),058730,2015/12,1261,133.84,30.45,1.15,5.7,21.34,21.4,14.81
다스코(주),058730,2016/12,1302.56,143.4,35.51,1.1,6.45,21.89,16.06,16.45
다스코(주),058730,2017/12,1510.09,94.17,32.35,1.17,5.5,43.75,42.11,16.8
다스코(주),058730,2018/12,1582.24,117.51,15.5,1.1,4.97,-5.99,7.59,14.17
다스코(주),058730,2019/12,1547.27,103.51,3.29,1.01,5.62,1.18,-10.61,8.62
다스코(주),058730,2020/12,1472.66,92.52,-4.6,0.86,7.03,11.8,-8.8,3.09
다스코(주),058730,2011/12,877.16,103.8,13.36,0.98,3.93,14.64,15.68,12.12
다스코(주),058730,2012/12,986.24,135.81,17.92,1.14,4.64,0.85,25.15,14.56
다스코(주),058730,2008/12,738.47,126.52,9.19,0.86,5.5,39.99,13.45,5.11
다스코(주),058730,2000/12,362.42,112.68,8.23,1.78,23.04,0,0,20.87
대덕GDS(주),004130,2004/12,2237.89,361.85,30394.84,0.88,8.65,4.5,19.54,16.42
대덕GDS(주),004130,2005/12,2332.62,544.84,999999999,0.93,8.29,3.07,9.49,16.31
대덕GDS(주),004130,2006/12,2363.34,558.92,5567.83,0.92,7.47,1.78,0.77,11.29
대덕GDS(주),004130,2007/12,2448.99,611.73,999999999,0.84,6.72,3.3,-6.45,11.34
대덕GDS(주),004130,2008/12,2307.61,291.56,999999999,0.8,7.92,9.62,2.27,-2.26
대덕GDS(주),004130,2009/12,2687.45,416.2,999999999,1.03,11.05,7.6,39.6,13.86
대덕GDS(주),004130,2010/12,2914.33,342.31,999999999,0.94,8.35,9.49,-1.39,15.75
대덕GDS(주),004130,2011/12,3068.65,271.29,999999999,1.01,8.72,6.28,15.83,12.4
대덕GDS(주),004130,2012/12,3294.17,367.48,999999999,1.05,10.41,6.32,11.31,16.37
대덕GDS(주),004130,2013/12,3658.31,240.63,999999999,1.13,12.81,14.7,18.82,16.71
대덕GDS(주),004130,2014/12,3843.94,248.92,999999999,1.01,12.9,-2.36,-5.5,11.86
대덕GDS(주),004130,2015/12,3972.59,424.11,999999999,0.94,11.78,-0.4,-8.66,11.95
대덕GDS(주),004130,2016/12,3975.26,469.77,999999999,0.85,11.96,-1.69,-9.93,10.75
대덕GDS(주),004130,2003/12,2174.26,573.91,1205.96,0.77,10.18,3.48,2.72,31.53
대덕GDS(주),004130,2017/12,4163.43,289.54,999999999,0.87,12.93,10.97,6.39,16.41
대덕GDS(주),004130,2000/12,1671.08,335.46,9.49,0.71,12.86,-8.86,15.64,38.26
대덕GDS(주),004130,2001/12,1928.83,431.99,31.81,0.77,12.71,10.71,9.02,35.4
대덕GDS(주),004130,2002/12,2016.39,369.98,64.94,0.79,13.29,8.04,12.01,35.02
대덕전자(주),353200,2020/12,,,,,,,,
대동전자(주),008110,2003/03,1530.22,503.45,17.5,0.41,63.38,5.53,5.16,58.19
대동전자(주),008110,2005/03,1481.84,725.9,3.52,0.34,76.37,-7.74,-20.66,10.35
대동전자(주),008110,2004/03,1582.09,464.48,23.02,0.42,61.6,3.78,6.51,48.53
대동전자(주),008110,2006/03,1497.73,1031.02,-24.79,0.23,119.38,-0.74,-35.02,28.99
대동전자(주),008110,2008/03,1637.44,1057.83,-20.16,0.17,25.86,8.73,-0.21,43.94
대동전자(주),008110,2009/03,2051.79,638.43,106.52,0.3,70.34,26.24,109.43,36.26
대동전자(주),008110,2001/03,1220.16,303.86,37.06,0.71,28.22,22.24,15.26,61.92
대동전자(주),008110,2007/03,1518.71,1427.11,-98.98,0.17,44.92,-1.2,-25.55,25.38
대동전자(주),008110,2012/03,1842.49,1092.46,-134.63,0.12,19.38,-9.57,-36.97,3.31
대동전자(주),008110,2013/03,1804.08,1777.1,999999999,0.11,15.57,-2.54,-11.88,38.24
대동전자(주),008110,2002/03,1424.59,422.9,26.01,0.43,35.11,14.31,-28.5,60.93
대동전자(주),008110,2015/03,2213.43,2505.12,999999999,0.14,10.06,20.84,16.07,11.47
대동전자(주),008110,2016/03,2116.26,374.66,999999999,0.12,19.08,3.68,-4.09,25.21
대동전자(주),008110,2017/03,2184.89,565.66,999999999,0.13,25,-0.22,9.9,27.29
대동전자(주),008110,2018/03,2158.82,431.65,999999999,0.11,24.02,-1.29,-11.81,6.21
대동전자(주),008110,2019/03,2170.01,490.91,999999999,0.11,13.14,1.13,-5.46,30.23
대동전자(주),008110,2020/03,2211.96,530.81,999999999,0.11,13.81,2.21,9.97,26.5
대동전자(주),008110,2010/03,1980.31,1024.84,58.95,0.19,51.48,-6.47,-32.7,33.85
대동전자(주),008110,2000/03,889.93,178.1,28.64,0.84,26.56,59.74,67.77,54.87
대동전자(주),008110,2011/03,2082.76,1044.72,40.93,0.18,27.43,5.24,-3.01,52.73
대동전자(주),008110,2014/03,1756.07,754.97,999999999,0.13,8.03,3.08,19,35.14
대림비앤코(주),005750,2004/12,481.93,72.67,3.72,0.85,5.1,9.38,29.57,14.92
대림비앤코(주),005750,2005/12,396.68,89,2.7,0.79,4.17,0.91,-3.09,19.37
대림비앤코(주),005750,2006/12,400.22,86.93,2.65,0.8,3.73,1.72,3.33,14.2
대림비앤코(주),005750,2007/12,414.1,109.22,1.79,0.78,3.71,-0.55,-2.18,15.44
대림비앤코(주),005750,2008/12,393.22,178.25,0.37,0.79,4.13,-4.02,-1.84,9.62
대림비앤코(주),005750,2009/12,971.67,107.18,-2.44,0.41,4.41,95.12,-24.53,8.04
대림비앤코(주),005750,2003/12,471.21,74.12,4.42,0.71,4.75,5.04,3.99,45.69
대림비앤코(주),005750,2011/12,986.38,79.56,0.49,0.39,5.8,2.09,8.43,13.04
대림비앤코(주),005750,2012/12,946.09,133.58,-1.04,0.43,5.15,2.6,13.08,11.2
대림비앤코(주),005750,2013/12,954.17,105.14,1.79,0.48,6.16,3.55,15.27,14.09
대림비앤코(주),005750,2014/12,988.52,98.68,5.68,0.56,7.81,6.48,22.95,17.64
대림비앤코(주),005750,2015/12,941.71,91.03,9.08,0.65,6.4,0.9,20.96,15.14
대림비앤코(주),005750,2016/12,935.71,115.54,9.97,0.72,5.89,6.98,14.48,15.07
대림비앤코(주),005750,2017/12,966.76,100.63,10.41,0.77,6.69,1.73,11.41,13.98
대림비앤코(주),005750,2018/12,962.24,98.54,5.76,0.81,6.58,4.91,8.85,12.81
대림비앤코(주),005750,2019/12,960.71,96.89,2.15,0.77,5.26,2.61,-1.47,14.16
대림비앤코(주),005750,2020/12,949.24,110.58,0.6,0.73,5.25,5.25,-1.88,11.25
대림비앤코(주),005750,2002/12,435.26,69.67,6.68,0.77,6.13,22.51,25.29,50.86
대림비앤코(주),005750,2000/12,331.7,66.12,1.81,0.6,5.37,5.32,8.73,47.19
대림비앤코(주),005750,2010/12,980.28,120.04,0.49,0.36,6.85,1.6,17.92,13.42
대림비앤코(주),005750,2001/12,360.74,72.95,2.97,0.71,6.4,10.04,27.47,47.84
대림통상(주),006570,2004/12,748.22,160.52,1.36,0.95,6.58,-6.41,5.48,22.66
대림통상(주),006570,2005/12,724.56,280.68,3.1,0.85,6.18,-1.39,-14.21,9.63
대림통상(주),006570,2006/12,693.53,198.82,3.38,0.87,6.67,-3.73,0.07,5.08
대림통상(주),006570,2007/12,722.93,238.56,1.53,0.8,5.7,-13.24,-16.3,13.55
대림통상(주),006570,2008/12,743.64,214.98,1.31,0.83,5.87,13.19,2.8,16.19
대림통상(주),006570,2009/12,756.77,113.08,3.97,0.71,5.45,8.54,-5.37,14.69
대림통상(주),006570,2010/12,742.55,166.42,1.86,0.68,5.35,0.33,0.32,13.54
대림통상(주),006570,2011/12,900.25,97.34,0.63,0.62,5.15,21.22,1.02,11.57
대림통상(주),006570,2012/12,853.11,76.63,-0.18,0.57,4.85,-3.17,-1.11,7.8
대림통상(주),006570,2013/12,855.8,89.05,1.12,0.57,4.8,1.9,-1.13,11.9
대림통상(주),006570,2014/12,847.33,100.31,0.9,0.6,4.79,2.5,8.29,11.89
대림통상(주),006570,2015/12,794.31,86.75,-0.52,0.62,4.55,-10.12,-0.21,6.39
대림통상(주),006570,2016/12,791.39,86.2,2.14,0.69,4.93,-1.16,4.52,10.4
대림통상(주),006570,2017/12,752.09,116.63,0.87,0.81,5.5,-0.64,15.89,5.36
대림통상(주),006570,2018/12,728.35,110.1,0.02,0.87,5.15,-13.6,0.47,10.42
대림통상(주),006570,2019/12,635.11,83.64,-2.49,0.87,4.34,-9.66,-12.08,1.89
대림통상(주),006570,2020/12,513.67,73.96,-7.61,0.8,3.83,-12.56,-18.2,
대림통상(주),006570,2003/12,646.31,76.79,2.16,0.9,5.93,5.66,4.94,17.25
대림통상(주),006570,2001/12,713.77,104.53,1.79,0.86,5.56,8.55,-3.7,31.21
대림통상(주),006570,2002/12,727.38,99.87,2.25,0.88,5.73,-0.65,6.18,26.66
대림통상(주),006570,2000/12,653.92,90.11,1.54,0.95,6.52,4.81,12.05,29.88
대상(주),001680,2004/12,1147.95,35.43,1.84,1.02,6.09,-15.06,5.53,13.14
대상(주),001680,2005/12,1021,49.62,1.14,0.93,8.33,-18.09,-23.95,10.25
대상(주),001680,2006/12,1014.37,37.58,1.17,1.05,10.51,-4.46,-1.08,17.68
대상(주),001680,2003/12,1149.51,32.96,1.13,0.88,3.85,-3.41,20.22,18.01
대상(주),001680,2008/12,956.58,23.67,2.15,1.06,7.13,13.76,-4.35,15.74
대상(주),001680,2009/12,1214.92,41.16,2.45,1.05,7.59,6.96,9.64,15.98
대상(주),001680,2010/12,1308.67,38.81,4.43,1.17,9.71,7.9,19.17,17.59
대상(주),001680,2007/12,964.27,12.69,1.53,1.09,9.04,-14.5,-5.58,19.54
대상(주),001680,2002/12,1109.3,28.28,0.45,0.65,2.33,-18.8,-2.75,0.41
대상(주),001680,2013/12,1831,82.25,7.23,1.2,10.46,7.11,1.14,19.18
대상(주),001680,2014/12,1986.04,105.23,8.87,1.17,11.23,1.41,1.96,18.5
대상(주),001680,2015/12,2147.91,85.44,10.01,1.11,9.84,16.15,2.95,18.17
대상(주),001680,2016/12,2328.42,106.44,6.01,1.06,9.81,19.52,12.4,16.97
대상(주),001680,2017/12,2395.63,98.19,5.74,1.15,10.77,-0.78,18.21,16.27
대상(주),001680,2018/12,2553.83,90.6,7.54,1.2,10.33,-3.38,2.09,17.77
대상(주),001680,2019/12,2790.91,90.28,5.62,1.22,10.24,20.63,9.89,19.21
대상(주),001680,2020/12,2985.83,124.37,7.49,1.15,9.98,5.49,6.02,20.44
대상(주),001680,2012/12,1610.44,70.05,5.61,1.24,9.2,2.18,11.46,18.26
대상(주),001680,2011/12,1428.09,69.38,5.58,1.21,9.07,15.91,15.85,18.36
대상(주),001680,2001/12,1448.67,29.3,1.04,0.58,2,-5.4,8.69,18.97
대상(주),001680,2000/12,1559.01,47.07,1.1,0.53,1.75,3.19,-7.67,21.35
대상홀딩스(주),084690,2009/12,954.58,10547.56,-127.07,0.01,0,7.34,-38.08,-171.84
대상홀딩스(주),084690,2010/12,1001.19,587.62,62.86,0.04,0,9.95,318.65,115.48
대상홀딩스(주),084690,2011/12,981.36,510.47,5.48,0.02,0,-1.19,-51.4,180.99
대상홀딩스(주),084690,2012/12,989.06,1608.1,4.88,0.02,0,-0.52,1.64,103.13
대상홀딩스(주),084690,2013/12,990.28,860.83,8.78,0.02,0,0.14,19.9,76.67
대상홀딩스(주),084690,2014/12,1022.84,2002.61,29.32,0.05,0,2.93,114.22,109.27
대상홀딩스(주),084690,2015/12,1025.04,1326.22,18.68,0.04,0,1,-27.46,106.34
대상홀딩스(주),084690,2016/12,1028.33,1649.78,20.64,0.04,0,-0.2,13.39,77.83
대상홀딩스(주),084690,2017/12,1042.78,1083.43,25.43,0.04,0,0.62,7.66,98.04
대상홀딩스(주),084690,2018/12,1052.78,564.59,36.11,0.05,0,1.22,13.38,97.33
대상홀딩스(주),084690,2019/12,1036.84,197.76,61.01,0.07,0,-1.16,45.74,32.66
대상홀딩스(주),084690,2020/12,1025.46,356.25,48.46,0.06,0,-1.98,-12.87,51.03
대상홀딩스(주),084690,2008/12,878.39,2462.53,-4051.05,0.02,0,2.47,-24.94,281.31
대상홀딩스(주),084690,2006/12,830.29,15418.15,999999999,0.02,0,0,0,71.3
대상홀딩스(주),084690,2007/12,861.92,1013.49,999999999,0.03,0,4.86,41.75,349
대상홀딩스(주),084690,2005/12,,,,,,,,
대선주조(주),004110,2000/12,0,82.87,0.99,0.66,97.91,-21.61,-23.07,22.84
대선주조(주),004110,2001/12,0,46.86,2.66,2.8,169.53,0,0,145.58
대성산업(주),128820,2014/12,77.3,54.1,-0.08,0.52,38.28,-17.83,-10.71,-10.38
대성산업(주),128820,2015/12,57.65,18.09,-0.5,0.56,36.14,-44.26,-24.24,3.25
대성산업(주),128820,2012/12,2085.86,77.69,-0.51,0.53,38.48,14.8,2.79,2.39
대성산업(주),128820,2017/12,165.75,42.52,-0.64,0.4,16.51,7.15,-50.69,54.68
대성산업(주),128820,2018/12,189.45,33.2,-0.11,0.9,46.49,-2.22,131.27,9.05
대성산업(주),128820,2019/12,162.89,25.74,-0.97,0.85,35.01,-5.79,-9.48,0.49
대성산업(주),128820,2020/12,198.18,51.27,0.16,0.81,31.02,1.88,-7.06,11.92
대성산업(주),128820,2011/12,2427.72,42.42,-0.41,0.56,36.95,0,0,4.34
대성산업(주),128820,2010/12,,,,,,,,
대성산업(주),128820,2016/12,18.59,14.11,-0.22,0.78,33.24,-13.07,-6.87,-3.09
대성산업(주),128820,2013/12,312.77,47.48,-2.1,0.49,36.08,-14.49,-8.74,-13.41
대성에너지(주),117580,2012/12,976.31,99.75,3.45,1.6,1768.39,10.72,11.59,5.13
대성에너지(주),117580,2014/12,1013.69,82.29,3.41,1.6,917.06,4.72,4.65,4.97
대성에너지(주),117580,2015/12,1037.05,93.96,4.95,1.34,490.85,-8.25,-17.95,6.51
대성에너지(주),117580,2016/12,1062.9,95.87,7.05,1.18,324.5,-0.82,-15.63,8.11
대성에너지(주),117580,2017/12,1091.57,78.12,8.21,1.21,410.59,3.77,3.71,8.29
대성에너지(주),117580,2018/12,1099.14,96.63,6.09,1.19,873.65,1.22,0.61,8.26
대성에너지(주),117580,2019/12,1117.48,89.38,7.01,1.15,1417.46,6.52,0.43,7.32
대성에너지(주),117580,2020/12,1147.5,71.13,7.23,1.06,928.45,0.94,-4.16,7.76
대성에너지(주),117580,2013/12,997.58,96.69,2.91,1.57,1448.13,1.3,4.05,5.04
대성에너지(주),117580,2010/12,935.8,101.48,6.06,1.41,1510.17,0,0,7.53
대성에너지(주),117580,2011/12,961.82,87.94,4.73,1.55,1633.13,5.53,12.91,6.03
대성에너지(주),117580,2009/12,,,,,,,,
대성홀딩스(주),016710,2004/12,1080.08,44.21,0.6,0.79,14.07,6.92,2.42,9.8
대성홀딩스(주),016710,2003/12,1032.1,44.43,0.7,0.81,18.01,3.46,12.8,10.84
대성홀딩스(주),016710,2006/12,1076.7,29.6,2.24,1.11,11.76,2.08,17.44,9.26
대성홀딩스(주),016710,2000/12,943.06,109.15,5.88,0.92,20.35,8.79,32.64,14.78
대성홀딩스(주),016710,2008/12,1190.44,59.72,1.76,1.17,11.61,4.64,14.07,9.46
대성홀딩스(주),016710,2009/12,1420.73,63.88,3.55,1.29,20.76,-34.97,-7.29,10.5
대성홀딩스(주),016710,2005/12,1067.94,46.98,1.58,0.94,12.22,-2.12,22.52,13.25
