회사명,거래소코드,회계년도,소속코드,상장폐지일,감사의견코드,자기자본증가율,경영자본순이익률,총자본순이익률,자기자본순이익률,순운전자본비율,비유동장기적합률,경영자본회전률,매입채무회전률,총자본투자효율,설비투자효율,재고자산회전률,매출채권회전률,자산총계(요약)(백만원),부채총계(요약)(백만원)
(주)녹십자,006280,2001/12,1,,,0,31.94,26.79,158.51,19.49,66.56,0.59,13.55,38.99,163.61,8.49,2.13,131915,87884
(주)녹십자,006280,2002/12,1,,,-23.03,5.23,4.69,12.42,40.23,50.39,0.5,9.88,19.22,59.19,6.9,3.08,74467,40578
(주)녹십자,006280,2003/12,1,,UQ,1.79,11.82,10.57,22.32,-4.32,108.53,1.62,16.4,22.72,62.91,11.35,8.82,69898,35401
(주)녹십자,006280,2004/12,1,,UQ,208.67,7.09,6.27,12.49,13.2,74.84,0.91,6.56,7.78,36.48,3.19,3.36,211049,104569
(주)녹십자,006280,2005/12,1,,UQ,33.76,14.46,12.36,23.43,19.84,67.37,1.67,9.85,29.5,149.83,5.46,5.48,260685,118257
(주)녹십자,006280,2006/12,1,,UQ,28.36,14.25,11.84,21.4,23.57,64.64,1.5,9.57,27.27,118.23,5.35,4.48,326975,144154
(주)녹십자,006280,2007/12,1,,,29.09,15.23,11.79,21.18,21.91,68.48,1.52,12.05,26.64,160.29,5.69,4.17,425631,189630
(주)녹십자,006280,2008/12,1,,,13.21,13.66,10.03,19.43,19.95,69.08,1.44,11.87,22.31,152.63,5.3,3.67,549371,282194
(주)녹십자,006280,2009/12,1,,,34.3,14.87,12.76,25.73,27.05,56.55,1.19,8.6,25.07,92.27,3.97,3.93,713028,354204
(주)녹십자,006280,2010/12,1,,UQ,50.07,15.33,14.45,23.33,44.16,45.04,1.16,10.22,28.43,102.73,4.01,5.06,735780,197291
(주)녹십자,006280,2011/12,1,,UQ,14.94,7.74,6.98,9.34,37.43,52.75,1,10.27,17.31,67.73,3.81,4,814582,195669
(주)녹십자,006280,2012/12,1,,UQ,8.95,7.91,6.35,8.43,24.56,68.61,1.04,9.46,14.04,57.89,3.76,3.56,904287,229965
(주)녹십자,006280,2013/12,1,,UQ,22.08,8.9,7.04,9.14,31.53,62.26,1.03,9.95,14.5,45.47,3.68,3.71,1040803,217568
(주)녹십자,006280,2014/12,1,,UQ,5.41,6.49,5.34,7.17,24.74,67.27,0.91,8.57,13.15,46.32,3.32,3.85,1232228,364496
(주)녹십자,006280,2015/12,1,,UQ,10.86,10.53,8.66,12.09,30.76,61.45,0.87,8.01,17.18,61.03,3.13,3.91,1323118,361135
(주)녹십자,006280,2016/12,1,,UQ,2.09,5.59,4.58,6.47,30.65,62.38,0.92,9.18,11.43,41.94,3.41,3.71,1422757,440710
(주)녹십자,006280,2017/12,1,,UQ,5.15,4.27,3.65,5.44,38.29,55.48,0.86,8.76,10.32,32.76,3.31,3.5,1575759,543140
(주)녹십자,006280,2018/12,1,,UQ,2.29,3.44,3.04,4.59,33.06,60.41,0.82,8.37,9.75,31.69,3.15,3.43,1580580,524279
(주)녹십자,006280,2019/12,1,,UQ,-0.66,0.83,0.71,1.12,26.17,67.46,0.8,9.29,6.88,24.06,3.07,3.34,1742374,693077
(주)녹십자,006280,2020/12,1,,UQ,4.85,3.43,2.96,4.96,23.95,67.11,0.79,10.78,9.95,36.6,3.17,3.56,1862559,762377
(주)녹십자홀딩스,005250,2000/12,1,,UQ,78.92,23.46,15.62,22.78,7.8,90.43,0.78,10.95,19.59,81.25,5.74,4.51,368995,87371
(주)녹십자홀딩스,005250,2001/12,1,,UQ,-15.94,3.93,1.76,2.34,-8.65,110.87,0.15,4.61,4.26,16.99,56.05,1.65,320773,84041
(주)녹십자홀딩스,005250,2002/12,1,,UQ,-22.52,8.56,3.11,4.46,-24.85,135.58,0.25,944.26,7.1,24.32,1087.28,12.27,280943,97519
(주)녹십자홀딩스,005250,2003/12,1,,UQ,3.34,5.35,1.81,2.8,-19.82,125.79,0.25,1883.26,4.5,15.85,0,15.21,295665,106114
(주)녹십자홀딩스,005250,2004/12,1,,UQ,-7.08,4.86,1.8,2.94,-29.28,144.32,0.07,237.82,2.81,7.93,0,5.33,301017,124886
(주)녹십자홀딩스,005250,2005/12,1,,UQ,5.12,1.74,0.72,1.2,-21.26,127.74,0.26,792.79,4.03,10.52,0,24.83,300391,115237
(주)녹십자홀딩스,005250,2006/12,1,,UQ,-17.26,3.57,1.53,2.94,-38.81,177.13,0.27,2218.19,4.09,12.61,0,45.53,349298,196099
(주)녹십자홀딩스,005250,2007/12,1,,UQ,32.98,7.71,3.23,7.24,-19.74,130.26,0.28,27355.73,4.62,18.77,0,231.74,449999,246273
(주)녹십자홀딩스,005250,2008/12,1,,UQ,6.14,12.53,4.74,10.17,-37.09,171.05,0.3,0,7.71,31.96,0,0,451626,235389
(주)녹십자홀딩스,005250,2009/12,1,,UQ,42.95,27,7.77,14.32,-28.89,144.36,0.49,0,11.08,67.22,0,0,516990,207876
(주)녹십자홀딩스,005250,2010/12,1,,UQ,80.36,39.8,9.36,15.58,-9.12,111.06,0.56,0,9.73,64.13,0,0,926259,368740
(주)녹십자홀딩스,005250,2011/12,1,,UQ,-8.05,7.32,1.77,2.99,-2.42,103.01,0.16,0,3.93,149.72,0,0,880447,367795
(주)녹십자홀딩스,005250,2012/12,1,,UQ,5.19,28.82,4.72,7.09,-10.23,111.54,0.24,0,11.34,257.92,0,0,699471,160201
(주)녹십자홀딩스,005250,2013/12,1,,UQ,5.15,34.09,2.21,2.93,-10.89,112.35,0.73,0,4.75,87.17,0,0,766055,199000
(주)녹십자홀딩스,005250,2014/12,1,,UQ,-1.07,17.43,2.64,3.48,4.55,94.81,0.33,0,5.83,93.78,0.7,0,722616,161600
(주)녹십자홀딩스,005250,2015/12,1,,UQ,-0.64,8.75,2.29,3.18,1.99,97.53,0.24,0,5.39,84.02,0.36,0,829703,272260
(주)녹십자홀딩스,005250,2016/12,1,,UQ,2.21,11.95,3.2,4.75,-1.14,101.39,0.44,0,7.07,94.05,0.69,0,846282,276542
(주)녹십자홀딩스,005250,2017/12,1,,UQ,3.3,9.81,2.28,3.55,-12.33,116.77,0.55,0,5.33,80.67,1.21,0,958660,370093
(주)녹십자홀딩스,005250,2018/12,1,,UQ,-0.89,10.23,2,3.33,-20.31,129.34,0.73,0,5.22,78.62,4.12,0,993044,409702
(주)녹십자홀딩스,005250,2019/12,1,,UQ,2.17,22.09,2.92,4.76,-21.87,128.73,0.5,0,7.48,149.76,217.36,0,928992,332991
(주)녹십자홀딩스,005250,2020/12,1,,UQ,5.84,41.98,5.01,8.21,-24.02,137.22,0.66,0,9.42,375.34,0,0,1080664,449852
(주)농심,004370,2000/06,1,,UQ,12.61,7.87,6.65,14.25,-6.18,109.7,1.2,7.67,28.57,51.51,18.99,20.48,1182805,625084
(주)농심,004370,2001/06,1,,UQ,13.37,8.08,6.98,13.21,-10.7,116.1,1.21,7.42,30.92,48.97,21.16,19.14,1070466,438198
(주)농심,004370,2002/12,1,,UQ,0,7.03,6.51,11.22,-4.62,107.19,1.18,6.65,30.04,49.66,18.62,16.51,1230021,516337
(주)농심,004370,2003/12,1,,UQ,-6.45,8.91,8.25,14.71,-5.04,107.94,1.33,7.2,33.52,55.92,20.56,17.05,1232759,565092
(주)농심,004370,2004/12,1,,UQ,15.71,11.13,10.16,18.14,0.99,98.53,1.4,7.06,33.19,60.2,20.86,16.18,1339310,566768
(주)농심,004370,2005/12,1,,UQ,12.02,9.22,8.39,14.49,12.33,82.8,1.24,6.72,20.47,40.91,19.46,15.47,1490451,625020
(주)농심,004370,2006/12,1,,UQ,10.34,8.27,7.46,12.4,8.91,87.03,1.16,6.83,19.4,40.98,19.88,15.5,1535824,580933
(주)농심,004370,2007/12,1,,UQ,7.35,7.39,6.68,10.44,5.83,91.69,1.08,6.41,18.38,32.76,19.77,14.33,1558947,533850
(주)농심,004370,2008/12,1,,UQ,8.26,5.19,4.78,7.35,6.66,90.56,1.11,6.53,16.01,29.61,16.42,15.07,1725324,615539
(주)농심,004370,2009/12,1,,UQ,8.83,7.88,7.2,11,9.98,85.72,1.14,6.54,17.87,36.45,14.88,15.23,1812736,604987
(주)농심,004370,2010/12,1,,UQ,8.33,7.34,6.64,9.88,11.42,83.79,1.12,6.34,17.06,36.16,16.93,13.83,1935040,626688
(주)농심,004370,2011/12,1,,UQ,12.99,4.9,4.2,6.18,10.07,86.09,1.12,6.34,13.65,32.2,16.99,12.93,2170397,692072
(주)농심,004370,2012/12,1,,UQ,-2.52,0.01,0.01,0.01,11.05,85.21,1.13,6.84,10.25,23.09,15.71,12.4,2075420,634405
(주)농심,004370,2013/12,1,,UQ,4.59,5.45,4.4,6.28,12.49,83.44,1.1,6.94,14.38,34.76,14.95,11.94,2129920,622730
(주)농심,004370,2014/12,1,,UQ,2.28,4.11,3.21,4.46,11.73,84.79,1.09,6.77,13.65,33.75,13.42,11.67,2116774,575214
(주)농심,004370,2015/12,1,,UQ,5.7,7,5.27,7.26,13.2,82.64,1.14,7.28,15.27,42.71,13.77,12.1,2257471,628005
(주)농심,004370,2016/12,1,,UQ,9.95,11.55,8.47,11.36,17.43,78.24,1.11,7.19,18.51,54.71,14.41,11.54,2330098,538494
(주)농심,004370,2017/12,1,,UQ,3.1,4.83,3.46,4.42,16.39,80.08,1.11,7.93,13.73,39.99,14.87,11.24,2317378,470202
(주)농심,004370,2018/12,1,,UQ,2.55,4.55,3.2,4.04,17.49,78.41,1.12,8.71,13,40.79,13.57,11.49,2406700,512349
(주)농심,004370,2019/12,1,,UQ,1.16,3.42,2.3,2.95,9.38,88.18,1.16,8.68,12.54,39.24,12.81,11.82,2496940,580555
(주)농심,004370,2020/12,1,,UQ,3.46,5.85,3.72,4.76,10.31,87.45,1.33,8.84,14.7,44.23,13.71,12.92,2494168,511527
(주)농심홀딩스,072710,2003/12,1,,UQ,,,,,,,,,,,,,285363,5680
(주)농심홀딩스,072710,2004/12,1,,UQ,0,8461.34,16.46,17.58,-4.02,104.19,95.14,0,19.03,135563.71,0,0,359427,22780
(주)농심홀딩스,072710,2005/12,1,,UQ,-2.43,1529.56,12.69,14.85,0.98,99.02,18.11,0,13.89,143796.65,0,0,419053,90582
(주)농심홀딩스,072710,2006/12,1,,UQ,10,641.86,11.64,14.65,1.82,98.17,6.7,0,11.68,137860.9,0,0,449373,88058
(주)농심홀딩스,072710,2007/12,1,,UQ,8.44,428.76,9.27,11.47,-13.36,115.81,5.53,0,11.04,99940.58,0,0,481983,90168
(주)농심홀딩스,072710,2008/12,1,,UQ,13.07,580.99,9.32,11.12,0.87,99.13,5.27,0,8.13,143287.54,0,0,514855,71815
(주)농심홀딩스,072710,2009/12,1,,UQ,11.84,889.26,10.41,12.11,0.96,99.04,10.24,0,11.32,615380.19,0,0,576150,80666
(주)농심홀딩스,072710,2010/12,1,,UQ,9.18,633.74,9.09,10.54,-10.27,111.63,7.33,0,10.06,609749.66,0,0,626236,85276
(주)농심홀딩스,072710,2011/12,1,,UQ,-5.89,212.35,2.12,2.42,-1.94,101.98,3.31,0,3.44,205202.22,0,0,570464,61387
(주)농심홀딩스,072710,2012/12,1,,UQ,0.94,856.26,2.49,2.78,-1.08,101.09,12.04,0,3.48,385616.79,0,0,570463,56608
(주)농심홀딩스,072710,2013/12,1,,UQ,1.38,395.2,2.85,3.14,-7.94,108.7,4.86,0,3.8,1110421.55,0,0,571645,50695
(주)농심홀딩스,072710,2014/12,1,,UQ,1.01,355.59,2.59,2.82,-0.07,100.07,4.85,0,3.51,0,0,0,566806,40596
(주)농심홀딩스,072710,2015/12,1,,UQ,0.45,396.47,2.07,2.23,0.36,99.64,5.75,0,2.95,0,0,0,569266,40682
(주)농심홀딩스,072710,2016/12,1,,UQ,0.86,214.31,2.41,2.6,-5.83,106.28,2.96,0,3.28,1946053.51,0,0,573761,40641
(주)농심홀딩스,072710,2017/12,1,,UQ,2.48,154.06,3.9,4.16,2.95,97.05,1.31,0,4.83,537287.59,0,0,576908,30546
(주)농심홀딩스,072710,2018/12,1,,UQ,0.84,49.66,2.38,2.52,5.44,94.56,0.65,0,3.07,301207.66,0,0,581586,30641
(주)농심홀딩스,072710,2019/12,1,,UQ,0.17,27,1.74,1.84,1.21,98.72,0.48,0,3.02,24449.22,0,0,586483,34589
(주)농심홀딩스,072710,2020/12,1,,UQ,0.98,59.47,2.55,2.64,1.14,98.86,0.78,0,3.33,45330.34,0,0,561731,4408
(주)뉴맥스,014080,2000/12,4,2001/04/26,,,,,,,,,,,,,,,
(주)다우기술,023590,2000/12,1,,UQ,-6.36,-14.79,-7.17,-8.39,9.68,88.7,0.78,5.23,-5.85,-48.55,9.74,4.17,226550,34473
(주)다우기술,023590,2001/12,1,,UQ,-14.28,-46.75,-15.21,-17.44,7.51,91.76,0.56,3.24,-8.33,-657.37,7.52,2.28,182373,17725
(주)다우기술,023590,2002/12,1,,UQ,-2.33,7.46,2.17,2.39,24.08,73.76,0.87,5.85,5.93,974.68,17.46,3.84,176296,15492
(주)다우기술,023590,2003/12,1,,UQ,5.3,6.05,2.31,2.52,27.39,70.18,0.66,5.07,5.98,1024.62,20.44,3.16,184998,15673
(주)다우기술,023590,2004/12,1,,UQ,0.99,2.96,0.98,1.12,7.9,90.63,0.82,5.55,3.54,207.24,20.92,2.99,204294,33294
(주)다우기술,023590,2005/12,1,,UQ,16.26,28.59,9.91,12.02,12.93,84.85,0.78,5.97,13.59,128.13,16.53,3.69,244260,45459
(주)다우기술,023590,2006/12,1,,UQ,15.37,27.59,11.12,13.43,15.49,82.2,0.67,6.14,15.95,164.21,19.17,4.33,272886,43520
(주)다우기술,023590,2007/12,1,,UQ,30.65,41.26,14.91,19.33,5.78,92.75,0.68,6.23,17.4,266.57,22.35,4.45,413274,113601
(주)다우기술,023590,2008/12,1,,UQ,25.76,54.23,17.92,23.71,11.46,86.7,0.76,7.49,22.65,389.88,28.44,4.7,481768,104911
(주)다우기술,023590,2009/12,1,,UQ,15.5,25.4,8.41,10.88,10.02,88.39,0.69,7.46,12.25,147.13,24.11,4.39,568412,133147
(주)다우기술,023590,2010/12,1,,UQ,17.93,28.02,11.08,15.05,4.98,93.71,0.61,8.79,13.65,79.64,16.84,4.53,719726,206423
(주)다우기술,023590,2011/12,1,,UQ,-17.84,10.12,4.03,5.61,2.16,97.32,0.65,8.94,7.4,67.13,14.11,4.12,581257,159529
(주)다우기술,023590,2012/12,1,,UQ,7.32,10.88,4.72,6.67,6.94,90.93,0.75,9.08,7.76,40.72,17.38,4.37,652777,200195
(주)다우기술,023590,2013/12,1,,UQ,1.04,3.33,1.59,2.31,1.7,97.71,0.67,10.11,3.55,23.38,15.82,5.01,667637,210350
(주)다우기술,023590,2014/12,1,,UQ,0.12,2.38,1.09,1.59,0.98,98.64,0.78,14.6,3.23,20.86,18.63,6.69,663270,205425
(주)다우기술,023590,2015/12,1,,UQ,2.81,5.71,2.68,4.07,8.72,88.99,0.76,13.68,5.96,43.49,23.88,6.08,745863,275162
(주)다우기술,023590,2016/12,1,,UQ,3.58,8.19,3.33,5.03,6.55,92.39,0.73,14.65,6,53.09,35.53,6.15,703516,215954
(주)다우기술,023590,2017/12,1,,UQ,2.52,9.89,3.12,4.45,-11.69,115.96,0.82,26.9,5.11,47.61,255.53,8.1,705654,205802
(주)다우기술,023590,2018/12,1,,UQ,2.9,14.63,4.58,6.59,9.41,89.6,0.84,49.09,5.89,56.89,319.66,13.27,753409,239070
(주)다우기술,023590,2019/12,1,,UQ,4.47,13.78,4.84,7.09,12.63,86.03,0.82,110.17,6.09,60.41,534.77,20.41,784889,247558
(주)다우기술,023590,2020/12,1,,UQ,3.38,10.83,4.4,7.08,9.03,87.9,0.69,74.99,4.64,74.37,8356.75,18,973712,418240
(주)다이나믹디자인,145210,2002/12,1,,,,,,,,,,,,,,,7701,4371
(주)다이나믹디자인,145210,2003/12,1,,,0,9.06,7.59,18.78,-9.89,116.68,1.18,9.58,28,53.06,99.25,3.86,10067,5998
(주)다이나믹디자인,145210,2004/12,1,,,38.93,11.38,9.49,23.98,-1.22,101.96,1.4,9.62,28.08,63.53,107.93,4.21,14503,8849
(주)다이나믹디자인,145210,2005/12,1,,,14.07,7.23,5.95,14.1,-11.18,119.34,1.28,12.72,30.8,64.25,79.53,4.75,14201,7752
(주)다이나믹디자인,145210,2006/12,1,,,22.29,11.45,8.89,21.42,-2.86,104.59,1.4,24.46,21.81,56.53,74.02,5.79,20324,12437
(주)다이나믹디자인,145210,2007/12,1,,,34.14,17.61,10.81,26.39,-20.59,135.18,1.28,14.48,23.33,83.91,65.1,4.29,24743,14164
(주)다이나믹디자인,145210,2008/12,1,,,83.15,24.66,11.33,22.32,-11.08,117.04,1.69,19.12,19.56,104.7,36.92,5,34253,14876
(주)다이나믹디자인,145210,2009/12,1,,UQ,111.69,-6.88,-4.81,-12.54,-6.2,112.74,0.22,4.76,-0.73,-2.32,3.83,1.14,123254,82234
(주)다이나믹디자인,145210,2010/12,1,,UQ,17.18,6.12,4.43,14.34,1.95,96.55,0.97,14.75,15.74,73.36,13.46,4.78,165326,117258
(주)다이나믹디자인,145210,2011/12,1,,UQ,71.39,13.39,8.92,23.7,2.97,95.68,1.11,13.87,22.55,78.06,13.05,4.91,181461,99076
(주)다이나믹디자인,145210,2012/12,1,,UQ,30.42,17.37,10.19,21.42,-12.57,119.84,1.18,13.41,20.74,73.47,13.62,4.91,217483,110033
(주)다이나믹디자인,145210,2013/12,1,,UQ,23.82,11.57,6.22,11.62,2.51,96.77,1.17,12.23,16.8,59.56,13.35,4.63,231663,98622
(주)다이나믹디자인,145210,2014/12,1,,UQ,14.37,13.72,7.67,13.89,-17.34,129.42,1.01,14.47,15.17,47.38,14.47,4.33,284529,132369
(주)다이나믹디자인,145210,2015/12,1,,UQ,14.49,0.84,0.48,0.83,-8.44,113.05,0.82,13.2,6.02,23.07,11.63,3.27,282676,108466
(주)다이나믹디자인,145210,2016/12,1,,UQ,-31.29,-15.1,-9.17,-16.37,-23.07,144.22,0.79,22.74,-5.99,-17.1,11.73,5.76,242209,122517
(주)다이나믹디자인,145210,2017/12,1,,UQ,-72.61,-58.21,-40.22,-110.46,-54.8,335.27,0.69,15.96,-41.99,-94.56,11.35,11.9,176546,143763
(주)다이나믹디자인,145210,2018/12,1,,DU,-78.03,-23.37,-18.77,-145.93,-51.78,569.38,0.61,7.36,-9.24,-20.21,9.2,4.29,134387,127185
(주)다이나믹디자인,145210,2019/12,1,,UQ,-21.44,-1.76,-1.59,-31.62,-51.61,348.13,0.51,8.46,9.38,20.58,10.92,3.26,121054,115396
(주)다이나믹디자인,145210,2020/12,1,,UQ,815.58,-30.56,-27.84,-115.9,21.69,69.93,0.39,9.26,-13.14,-44.59,11.18,2.27,118202,66393
(주)다함이텍,009280,2000/12,4,2013/04/16,UQ,-42.93,52.15,14.33,16.19,9.75,88.73,1.78,14.28,27.14,1343.41,12.39,13.6,125672,21863
(주)다함이텍,009280,2001/12,4,2013/04/16,UQ,11.44,38.54,11.05,12.91,18.8,79.73,1.81,17.35,18.47,1070.33,10.4,6.41,130740,15057
(주)다함이텍,009280,2002/12,4,2013/04/16,UQ,5.11,13.85,5.33,6.68,17.6,76.92,1.2,26.47,9.29,554.93,9.88,5.36,166635,45042
(주)다함이텍,009280,2003/12,4,2013/04/16,UQ,7.11,9.84,3.98,4.82,27.39,71.8,0.86,28.51,9.18,487.37,6.46,4.69,138860,8618
(주)다함이텍,009280,2004/12,4,2013/04/16,UQ,4.37,11.77,4.25,4.56,29.02,69.53,0.88,24.34,6.76,452.34,5.24,5.15,146809,10872
(주)다함이텍,009280,2005/12,4,2013/04/16,UQ,12.11,31.22,10.41,10.97,25,74.59,0.87,27.58,11.7,995.87,5.64,6.23,156930,4530
(주)다함이텍,009280,2006/12,4,2013/04/16,UQ,8.64,31.6,8.92,9.18,23.24,76.47,0.72,45.69,9.6,1018.45,4.17,4.71,169974,4413
(주)다함이텍,009280,2007/12,4,2013/04/16,UQ,7.38,38.48,9.52,9.75,19.14,80.62,0.47,43.36,10.15,1603.27,2.35,3.11,181444,3657
(주)다함이텍,009280,2008/12,4,2013/04/16,UQ,48.85,219.89,38.29,38.89,11.79,88.14,0.33,54.33,32.18,8535.23,1.96,2.02,267947,3316
(주)다함이텍,009280,2009/12,4,2013/04/16,UQ,6.45,36.16,5.88,5.95,16.72,83.2,0.37,210.28,5.14,1564.23,4,2.58,284549,2844
(주)다함이텍,009280,2010/12,4,2013/04/16,UQ,1.8,7.3,2.57,2.6,49.24,50.23,0.12,0,2.03,659.11,8.19,2.9,291131,4348
(주)다함이텍,009280,2011/12,4,2013/04/16,UQ,4.22,10.67,4.6,4.64,33.58,66.33,0.05,0,2.56,1933.01,62.41,2.12,300192,1317
(주)다함이텍,009280,2012/12,4,2013/04/16,UQ,0.4,4.42,1.11,1.12,13.2,86.68,0.07,0,-1.44,-1248.1,25.48,2.34,303583,3525
(주)대교,019680,2000/12,1,,,0,22.49,13.72,22.74,-2.81,103.92,2.33,81.06,26.2,107.45,52.17,125.88,456291,181039
(주)대교,019680,2001/12,1,,,-20.63,10.88,7.07,12.19,-4.33,105.92,2.46,84.37,20.08,62.91,54.09,88.58,395811,177334
(주)대교,019680,2002/12,1,,,-2.34,9.21,6.74,12.76,-4.09,105.79,2.56,90.09,21.42,67.01,61.29,61.61,421721,208359
(주)대교,019680,2003/12,1,,,41.34,17.36,12.99,23.69,1.52,97.89,2.29,96.51,25.54,94.72,52.34,49.42,516868,215303
(주)대교,019680,2004/12,1,,,39.86,15.06,11.28,18,13.25,82.89,1.94,108.79,22.14,94.78,47.7,40.51,637829,216051
(주)대교,019680,2005/12,1,,UQ,31.64,12.42,8.56,12.42,15.86,81.36,1.67,109.17,17.14,91.32,46.76,36.51,779790,224555
(주)대교,019680,2006/12,1,,UQ,9.83,10.41,6.36,8.83,9.79,88.53,1.69,78.85,14.94,74.85,41.83,37.5,839344,229528
(주)대교,019680,2007/12,1,,UQ,6.29,9.29,5.59,7.65,10.61,87.57,1.63,82.41,13.51,59.6,45.79,36.18,882440,234245
(주)대교,019680,2008/12,1,,UQ,-18.91,3.96,2.62,3.61,9.34,88.49,1.57,89.74,12.67,45.81,45.4,29.79,731320,205697
(주)대교,019680,2009/12,1,,UQ,14.75,10.35,7.34,10.01,9.56,88.39,1.55,80.52,18.07,71.62,40.8,23.71,808725,205552
(주)대교,019680,2010/12,1,,UQ,11.64,8.52,5.86,7.75,13.5,84.03,1.48,101.51,15.26,65.33,41.99,22.8,880041,206629
(주)대교,019680,2011/12,1,,UQ,-4.27,10.61,7.15,9.27,22.81,72.27,1.42,102.75,17.68,110.5,35.4,21.59,829835,185178
(주)대교,019680,2012/12,1,,UQ,-1.8,6.05,3.92,4.98,19.4,76.63,1.47,105.87,13.76,88.89,36.36,19.83,791840,158806
(주)대교,019680,2013/12,1,,UQ,4.56,8.61,5.21,6.5,16.8,79.85,1.55,111.55,14.12,88.07,44.13,19.58,823465,161554
(주)대교,019680,2014/12,1,,UQ,-0.41,10.34,6.19,7.7,21.09,74.5,1.51,106.24,14.51,93.07,42.49,20.13,820055,160852
(주)대교,019680,2015/12,1,,UQ,-2.85,9.36,5.82,7.17,22.07,73.49,1.51,113.24,14.34,85.23,44.79,23.95,780716,140301
(주)대교,019680,2016/12,1,,UQ,3.23,8.99,5.59,6.84,23.36,72.12,1.54,126.72,12.84,76.5,53.16,28.23,809958,148862
(주)대교,019680,2017/12,1,,UQ,2.12,7.96,4.99,6.09,21.35,74.84,1.48,106.19,12.21,54.36,59.1,29.64,822145,147027
(주)대교,019680,2018/12,1,,UQ,-4.82,3.82,2.4,2.95,16.06,80.81,1.39,98.03,9.41,41.39,57.27,34.93,797454,154850
(주)대교,019680,2019/12,1,,UQ,-1.29,3.44,2.22,2.92,9.69,88.29,1.29,140.04,11.5,58.96,59.37,43.47,880942,246619
(주)대교,019680,2020/12,1,,UQ,-10.59,-5.52,-3.57,-4.96,5.63,93.06,1.09,155.37,3.8,22.71,49.12,43.5,791625,224473
(주)대구백화점,006370,2000/03,1,,UQ,44.87,7.44,6.92,24.96,5.38,92.98,0.98,5.28,18.14,27.95,10.25,9.67,463159,307090
(주)대구백화점,006370,2001/03,1,,,18.51,8.37,7.94,21.93,-11.79,121.67,1.09,5.42,18.64,30.55,10.69,15.97,479044,294086
(주)대구백화점,006370,2002/03,1,,,16.92,8.91,8.46,20.62,-16.35,134.48,1.14,5.21,19.77,34.87,10.03,42.07,498221,281968
(주)대구백화점,006370,2003/03,1,,UQ,8.59,5.41,5.13,11.76,-8.43,116.39,1.07,4.82,13.29,25.14,8.86,47.76,535796,300961
(주)대구백화점,006370,2004/03,1,,UQ,-1.34,-0.81,-0.78,-1.65,-8.51,114.07,0.4,3.29,7.25,11.17,5.39,27.01,449762,218080
(주)대구백화점,006370,2005/03,1,,UQ,3.5,2.46,2.39,4.34,-15.82,125.02,0.4,37.42,11.84,16.66,22.09,36.04,408009,168216
(주)대구백화점,006370,2006/03,1,,UQ,5.78,4.05,3.94,6.31,-8.62,112.13,0.41,44.49,13.32,17.71,29.49,38.52,382227,128582
(주)대구백화점,006370,2007/03,1,,UQ,6.28,5.19,5.06,7.44,-5.2,107.24,0.41,46.27,14.15,19.34,49.74,30.49,387224,117655
(주)대구백화점,006370,2008/03,1,,UQ,8.74,5.8,5.64,7.78,1.7,97.81,0.4,46.26,14.05,19.35,51.75,21.14,388767,95647
(주)대구백화점,006370,2009/03,1,,UQ,5.65,5.32,5.16,6.7,4.39,94.54,0.4,45.57,12.95,17.82,50.1,22.27,393797,84102
(주)대구백화점,006370,2010/03,1,,UQ,5.99,5.44,5.22,6.6,3.74,95.37,0.42,45.44,13.7,19.1,44.47,30.23,412359,84107
(주)대구백화점,006370,2011/03,1,,UQ,18.75,6.51,5.82,7.36,6.2,92.39,0.44,49.67,12.59,21.22,43.63,31.98,496018,106205
(주)대구백화점,006370,2012/03,1,,,1.43,4.22,3.55,4.49,8.86,89.76,0.42,52.83,10.24,16.88,40.17,25.82,497635,102231
(주)대구백화점,006370,2013/03,1,,,1.01,1.88,1.57,1.97,9.57,89.01,0.39,52.95,8.33,13.82,35.03,21.57,499635,100255
(주)대구백화점,006370,2014/03,1,,UQ,1.73,1.42,1.14,1.41,4.53,94.92,0.4,55.1,8.05,13.27,32.89,19.12,494531,88259
(주)대구백화점,006370,2015/03,1,,UQ,-10.11,0.6,0.47,0.59,-1.12,101.35,0.39,58.19,6.97,11.18,28.14,18.34,480519,115305
(주)대구백화점,006370,2016/03,1,,UQ,1.28,1.93,1.55,2.02,-1.83,102.18,0.39,62.3,8.53,13.15,25.5,19.86,479242,109347
(주)대구백화점,006370,2017/03,1,,UQ,-1.96,-1.56,-1.22,-1.57,-7.22,108.55,0.35,65.16,5.02,7.58,21.11,18.66,464409,101754
(주)대구백화점,006370,2018/12,1,,UQ,0,-5.84,-4.29,-6.05,-8.69,111.35,0.32,75.97,1.05,1.81,11.81,13.01,457145,133055
(주)대구백화점,006370,2019/12,1,,UQ,-7.08,-5.71,-4.2,-5.97,-11.94,115.77,0.29,70.8,1.3,2.13,11.55,11.99,430164,129020
(주)대구백화점,006370,2020/12,1,,UQ,-3.13,-4.78,-3.45,-4.97,-4.47,105.19,0.28,72.6,1.01,1.67,10.92,12.2,423700,131976
(주)대농,001110,2000/12,4,2002/04/27,UQ,0,-13.17,-12.68,0,10.63,0,0.73,20.6,17.1,37.57,3.04,6.14,365166,600406
(주)대농,001110,2001/12,4,2002/04/27,UQ,0,-9.68,-9.21,0,-13.31,0,0.75,18.63,26.53,62.26,3.14,5.47,268882,529982
