회사명,거래소코드,회계년도,자기자본순이익률,자산총계(요약),자본총계(요약),부채총계(요약),유동자산(요약),유동부채(요약),*당기순이익(요약),영업이익(요약),이익잉여금(요약),비유동자산(요약),이자비용(요약)
(주)팜스토리,027710,2015/12,1.59,421133,145425,275708,198208,235980,2224,18920,74025,222925,7478
(주)팜스토리,027710,2016/12,7.31,400737,165584,235153,183406,198475,11365,19548,85277,217330,7182
(주)팜스토리,027710,2017/12,5.53,397132,174865,222267,183224,197489,9410,16735,94559,213908,5965
(주)팜스토리,027710,2018/12,3.86,438462,180243,258219,188620,238766,6847,14180,100791,249842,6723
(주)팜스토리,027710,2019/12,5.21,545819,154836,390984,362142,357826,8730,18603,109791,183678,6781
(주)팜스토리,027710,2020/12,12.85,552200,175333,376867,398500,331033,21218,19335,127635,153701,8238
(주)팬스타엔터프라이즈,054300,2000/12,,11493,6673,4820,8332,4365,1811,2378,0,3161,169
(주)팬스타엔터프라이즈,054300,2001/12,14.14,21528,15430,6098,18199,5681,2182,3130,0,3329,136
(주)팬스타엔터프라이즈,054300,2002/12,11.63,28708,16807,11901,22211,6347,1875,1553,0,6497,147
(주)팬스타엔터프라이즈,054300,2003/12,3.18,37249,17316,19932,22869,11478,542,1527,0,14379,310
(주)팬스타엔터프라이즈,054300,2004/12,16.26,35869,19712,16157,20139,15541,3011,1449,0,15730,297
(주)팬스타엔터프라이즈,054300,2005/12,11.2,40807,21307,19500,19806,11803,2296,832,0,21001,218
(주)팬스타엔터프라이즈,054300,2006/12,8.56,47122,26903,20219,32028,19413,2064,1432,0,15094,277
(주)팬스타엔터프라이즈,054300,2007/12,6.78,63517,29921,33596,44704,30602,1928,510,13636,18813,602
(주)팬스타엔터프라이즈,054300,2008/12,-48.26,79104,28270,50833,33475,41718,-14042,1865,-406,45629,1735
(주)팬스타엔터프라이즈,054300,2009/12,-34.94,63620,20713,42907,28302,34349,-8558,-1659,-8965,35318,2881
(주)팬스타엔터프라이즈,054300,2010/12,-124.32,34798,4947,29851,21774,26759,-15950,-3205,-24915,13024,1631
(주)팬스타엔터프라이즈,054300,2011/12,-39.59,31775,5961,25814,21203,25814,-2159,-3712,-28344,10572,1898
(주)팬스타엔터프라이즈,054300,2012/12,-45.32,25921,6280,19641,20994,19492,-2774,1343,-31940,4927,1263
(주)팬스타엔터프라이즈,054300,2013/12,-82.79,23405,5343,18062,19759,17530,-4811,-1567,-35026,3647,1089
(주)팬스타엔터프라이즈,054300,2014/12,-14.51,19306,5634,13673,15085,12374,-796,343,-35951,4222,760
(주)팬스타엔터프라이즈,054300,2015/12,-5.26,39127,23255,15872,34663,14605,-759,-193,-36855,4464,686
(주)팬스타엔터프라이즈,054300,2016/12,-15.42,42116,20411,21706,17526,20393,-3366,-2384,-40222,24590,1025
(주)팬스타엔터프라이즈,054300,2017/12,7.35,42235,28479,13755,12654,11508,1796,2728,-38454,29580,878
(주)팬스타엔터프라이즈,054300,2018/12,-3.18,45143,31082,14061,15973,11247,-946,731,-37941,29170,762
(주)팬스타엔터프라이즈,054300,2019/12,2.55,67456,41092,26365,25184,14983,920,1592,-37564,42273,798
(주)팬스타엔터프라이즈,054300,2020/12,-16.59,71001,36390,34611,26759,22969,-6428,-2564,-43891,44242,1584
(주)팬엔터테인먼트,068050,2003/12,,8462,4073,4389,7220,884,883,1386,0,1243,113
(주)팬엔터테인먼트,068050,2004/12,37.03,15372,6469,8904,13382,5394,2395,3877,0,1991,280
(주)팬엔터테인먼트,068050,2005/12,30.43,17328,10555,6773,15750,5985,2590,3990,0,1578,286
(주)팬엔터테인먼트,068050,2006/12,20.72,27130,24025,3105,23495,2632,3582,4845,0,3635,221
(주)팬엔터테인먼트,068050,2007/12,1.67,24383,22720,1663,15534,1535,391,-1028,12031,8849,30
(주)팬엔터테인먼트,068050,2008/12,-0.35,23668,21330,2338,14143,2285,-77,-661,11603,9525,8
(주)팬엔터테인먼트,068050,2009/12,1.95,25782,22646,3136,13131,1588,429,1675,11951,12650,8
(주)팬엔터테인먼트,068050,2010/12,0.28,40210,29613,10597,11252,8670,73,306,12024,28957,150
(주)팬엔터테인먼트,068050,2011/12,1.26,46976,30708,16268,9661,6573,381,653,12304,37315,68
(주)팬엔터테인먼트,068050,2012/12,0.38,67515,39548,27967,20970,15081,132,1671,12415,46545,797
(주)팬엔터테인먼트,068050,2013/12,-4.09,69013,42510,26503,15519,9293,-1678,-17,10737,53494,968
(주)팬엔터테인먼트,068050,2014/12,-0.93,70107,42140,27967,22010,22129,-393,963,10344,48097,1137
(주)팬엔터테인먼트,068050,2015/12,-17.34,66783,37567,29216,16139,23849,-6911,-4133,3433,50643,666
(주)팬엔터테인먼트,068050,2016/12,1.21,70009,40236,29772,16636,23179,471,2052,3904,53373,594
(주)팬엔터테인먼트,068050,2017/12,-3.88,80181,47331,32851,22553,17411,-1697,-596,2207,57628,611
(주)팬엔터테인먼트,068050,2018/12,-2.24,66150,46427,19722,11062,11357,-1051,-425,1156,55088,285
(주)팬엔터테인먼트,068050,2019/12,2.44,77488,47786,29701,19938,19158,1149,1165,2305,57550,458
(주)팬엔터테인먼트,068050,2020/12,3.15,103025,67993,35032,25834,14413,1822,2650,4127,77192,516
(주)팬젠,222110,2012/12,,10190,406,9784,3088,4595,-1755,-1113,-3466,7102,670
(주)팬젠,222110,2013/12,-87.16,9422,1505,7917,891,3258,-1312,-518,-4777,8531,728
(주)팬젠,222110,2014/12,-43.63,16873,8212,8661,4029,5554,-2120,-2021,-5905,12844,958
(주)팬젠,222110,2015/12,-35.71,15899,6561,9339,1768,5959,-2638,-2023,-8567,14131,664
(주)팬젠,222110,2016/12,-24.48,37398,35307,2092,18702,1188,-5125,-7271,-13724,18696,189
(주)팬젠,222110,2017/12,-21.06,35593,31309,4283,17907,3294,-7016,-3891,-20635,17685,0
(주)팬젠,222110,2018/12,-15.9,45610,26941,18669,30871,17431,-4630,-3044,-25213,14739,517
(주)팬젠,222110,2019/12,-39.4,39083,18426,20657,25607,18907,-8938,-7978,-34436,13476,1214
(주)팬젠,222110,2020/12,-26.69,36309,14211,22098,24092,20091,-4356,-3700,-38680,12217,1013
(주)펄어비스,263750,2015/12,,18934,3163,15771,14948,3955,10781,11716,-2187,3986,161
(주)펄어비스,263750,2017/06,62.23,86876,73260,13616,79151,10717,45586,52706,65128,7725,150
(주)펄어비스,263750,2018/12,37.62,586480,411028,175452,284211,93061,154610,165648,231439,302269,982
(주)펄어비스,263750,2019/12,28.78,734887,567030,167857,365391,98817,140743,159698,372182,369496,3605
(주)펄어비스,263750,2020/12,18.22,765983,638061,127921,371396,88006,109778,167181,481960,394587,1230
(주)펩트론,087010,2002/12,,6942,3938,3004,2625,1259,23,55,0,4316,117
(주)펩트론,087010,2005/12,-2.69,10363,6682,3680,4231,1181,-180,-119,0,6131,97
(주)펩트론,087010,2006/12,-14.95,10825,5753,5073,3824,2565,-930,-554,0,7002,148
(주)펩트론,087010,2007/12,6.95,12934,8884,4050,5087,1879,508,905,370,7847,177
(주)펩트론,087010,2008/12,6.03,14772,9477,5294,2836,2732,553,503,923,11936,190
(주)펩트론,087010,2009/12,5.2,16885,10196,6689,2618,3602,512,536,1435,14267,232
(주)펩트론,087010,2010/12,-20.93,21955,8904,13051,7713,5035,-1998,146,-566,14241,502
(주)펩트론,087010,2011/12,-14.14,25683,7706,17977,4043,12402,-1174,-235,-1740,21640,1093
(주)펩트론,087010,2012/12,-39.25,15831,5336,10495,2460,8578,-2559,-1323,-4325,13371,1299
(주)펩트론,087010,2013/12,-45.04,14202,3413,10789,815,6563,-1970,-1458,-6296,13388,995
(주)펩트론,087010,2014/12,-57.51,11576,7181,4395,5520,821,-3046,-2609,-16257,6056,590
(주)펩트론,087010,2015/12,-22.37,21656,17228,4429,14843,2912,-2730,-2850,-18866,6813,92
(주)펩트론,087010,2016/12,-9.06,57902,53209,4693,49107,924,-3191,-3564,-22392,8795,69
(주)펩트론,087010,2017/12,-8.67,53049,48945,4104,23089,733,-4427,-4774,-26656,29959,0
(주)펩트론,087010,2018/12,-7.92,71759,45098,26661,31785,2959,-3726,-7906,-30484,39974,0
(주)펩트론,087010,2019/12,-48.42,60986,28086,32900,18857,1126,-17718,-12704,-48526,42128,0
(주)펩트론,087010,2020/12,-34.94,117701,77133,40568,72115,28587,-18382,-17606,-67074,45586,0
(주)평산,089480,2000/12,37,22463,8015,14447,9914,9085,2966,3710,0,12549,775
(주)평산,089480,2003/12,18.5,41820,14607,27214,29432,26086,2702,3126,0,12388,504
(주)평산,089480,2004/12,61.2,66001,26483,39518,49329,37089,12574,14701,0,16672,823
(주)평산,089480,2005/12,48.74,135259,42493,92766,96214,91046,16810,24073,0,39045,2609
(주)평산,089480,2006/12,21.66,213634,129720,83915,165661,75932,18647,26129,0,47974,3950
(주)평산,089480,2007/12,15.26,402710,218077,184632,247620,169292,26531,46722,81796,155090,6374
(주)평산,089480,2008/12,-19.94,762544,192842,569701,482263,502388,-40972,63545,39790,280280,15422
(주)평산,089480,2009/12,-85.8,454452,154487,299965,214558,214623,-149009,-87628,-109219,239894,26235
(주)평산,089480,2010/12,-171.08,317813,11174,306639,165847,224371,-141704,-55299,-250923,151966,21435
(주)평산,089480,2011/12,0,250643,-57924,308567,76639,308161,-103961,-13008,-280072,174004,30398
(주)포네이처,045290,2000/12,9.26,8517,6937,1580,5254,1183,642,268,0,3263,72
(주)포네이처,045290,2001/12,10.1,9210,7888,1322,4579,955,749,835,0,4631,31
(주)포네이처,045290,2002/12,3.15,10582,8141,2441,6119,2063,253,392,0,4462,22
(주)포네이처,045290,2003/12,21.2,16141,10071,6070,11478,5550,1930,2516,0,4664,38
(주)포네이처,045290,2004/12,3.69,13511,11595,1916,7586,1542,400,384,0,5925,15
(주)포네이처,045290,2005/12,-84.7,10302,5411,4891,3715,884,-7202,-3828,0,6587,35
(주)포네이처,045290,2006/12,-65.71,10352,5953,4399,3180,4268,-3734,-4589,0,7172,97
(주)포네이처,045290,2007/12,-18.82,29720,21411,8309,21181,8109,-2575,-3837,-9379,8539,289
(주)포네이처,045290,2008/12,-76.3,28580,25305,3274,25658,3274,-17823,-11755,-27202,2921,135
(주)포네이처,045290,2009/12,0,1802,-3303,5104,1063,1589,-51974,-48078,-51636,739,60
(주)포넷,048270,2000/12,59.03,13860,7372,6488,7444,5752,4351,5261,0,6416,146
(주)포넷,048270,2001/12,21.5,29099,21490,7609,16802,6985,3103,4450,0,12296,103
(주)포넷,048270,2002/12,9.27,27963,22777,5186,15418,5099,2051,3399,0,12545,18
(주)포넷,048270,2003/12,-24.03,33139,23662,9477,17306,9245,-5581,-2291,0,15833,45
(주)포넷,048270,2004/12,-31.16,21943,17283,4659,14520,4543,-6379,-2216,0,7423,75
(주)포넷,048270,2005/12,30.08,29445,23286,6159,19428,5833,6102,2273,0,10017,29
(주)포넷,048270,2006/12,-23.61,22976,17683,5293,13684,4683,-4836,-1626,0,9292,2
(주)포넷,048270,2007/12,-3.86,54840,12163,42677,30542,30834,-575,-1767,454,24299,1075
(주)포넷,048270,2008/12,0,13593,-34723,48316,4675,45577,-64830,-10880,-64376,8918,2794
(주)포메탈,119500,2000/12,7.71,15148,4264,10884,7395,7707,329,738,0,7753,371
(주)포메탈,119500,2001/12,0.5,15145,4285,10860,6656,6159,21,321,0,8489,425
(주)포메탈,119500,2002/12,5.17,13575,4410,9165,6063,4940,225,529,0,7512,361
(주)포메탈,119500,2003/12,9.1,13149,4831,8318,6063,5530,421,718,0,7085,301
(주)포메탈,119500,2004/12,19.47,16613,5706,10906,8734,7723,1026,1379,0,7878,322
(주)포메탈,119500,2005/12,10.28,17277,6114,11164,8602,7382,607,1008,0,8676,355
(주)포메탈,119500,2006/12,36.3,17029,8581,8448,9549,6068,2667,1992,0,7480,276
(주)포메탈,119500,2007/12,22.51,19005,10306,8698,10865,5796,2125,2014,8287,8140,204
(주)포메탈,119500,2008/12,24.91,21292,12667,8625,11413,5328,2861,4147,10648,9879,267
(주)포메탈,119500,2009/12,17.8,27207,15080,12127,14139,8954,2469,2601,12617,13068,219
(주)포메탈,119500,2010/12,15.23,42662,28453,14209,19597,11535,3314,3892,15040,23065,303
(주)포메탈,119500,2011/12,17.01,53276,32639,20637,21753,15657,5197,5667,19321,31523,101
(주)포메탈,119500,2012/12,13,60005,37098,22907,17867,13807,4532,614,23616,42138,202
(주)포메탈,119500,2013/12,3.73,60189,37620,22570,18689,14075,1393,627,25002,41501,480
(주)포메탈,119500,2014/12,1.17,59689,37705,21984,17704,14405,441,768,25133,41985,433
(주)포메탈,119500,2015/12,2.27,55130,38506,16624,15479,11356,867,556,26028,39651,286
(주)포메탈,119500,2016/12,4.78,55101,40230,14871,15099,8507,1882,2364,27412,40002,175
(주)포메탈,119500,2017/12,5.99,60816,41765,19051,18049,12810,2454,3126,28173,42767,144
(주)포메탈,119500,2018/12,4.91,60656,43376,17280,14652,10518,2091,2146,29783,46004,191
(주)포메탈,119500,2019/12,5,62693,44731,17961,15913,10872,2202,2147,31138,46780,215
(주)포메탈,119500,2020/12,3.91,63223,45760,17463,17909,14832,1768,1923,32167,45315,151
(주)포스코아이씨티,022100,2000/12,13.18,177110,87578,89532,82269,82123,11540,16607,0,94841,1960
(주)포스코아이씨티,022100,2001/12,14.18,194356,97636,96720,63572,63692,13136,17347,0,130783,1668
(주)포스코아이씨티,022100,2002/12,2.68,213790,96408,117382,80144,85284,2600,14674,0,133646,2257
(주)포스코아이씨티,022100,2003/12,7.2,213198,103597,109601,79355,102003,7198,9808,0,133843,2283
(주)포스코아이씨티,022100,2004/12,10.43,206406,111806,94601,70615,56499,11232,16059,0,135792,2310
(주)포스코아이씨티,022100,2005/12,6.52,256964,152209,104755,107490,66799,8613,9950,0,149474,1377
(주)포스코아이씨티,022100,2006/12,5.15,270138,159511,110627,111783,100953,8030,10456,0,158355,1232
(주)포스코아이씨티,022100,2007/12,3.1,288171,163733,124439,103975,83992,5005,8412,61376,184197,1805
(주)포스코아이씨티,022100,2008/12,-55.79,308567,118572,189995,94715,112955,-78749,-11293,-18150,213852,4566
(주)포스코아이씨티,022100,2009/12,-83.65,280747,51672,229075,103672,170993,-71203,17233,-71203,177074,7425
(주)포스코아이씨티,022100,2010/12,11.63,628421,249207,379214,306207,278231,17501,24513,-10193,322214,8220
(주)포스코아이씨티,022100,2011/12,12.48,687657,241017,446640,374487,296231,30578,38951,37515,313170,8624
(주)포스코아이씨티,022100,2012/12,15.54,802675,275034,527641,396202,416073,40089,45696,70936,406473,6400
(주)포스코아이씨티,022100,2013/12,9.92,733968,406240,327728,341907,281708,33796,71562,108019,392061,5680
(주)포스코아이씨티,022100,2014/12,4.91,721006,422288,298718,360141,254583,20327,47784,123042,360866,2691
(주)포스코아이씨티,022100,2015/12,-20.84,652489,341866,310623,369438,279905,-79635,11094,43971,283051,939
(주)포스코아이씨티,022100,2016/12,7.81,649838,372773,277065,390405,251577,27891,50534,75000,259433,565
(주)포스코아이씨티,022100,2017/12,10.99,634469,398645,235824,370424,203924,42376,56585,101009,264044,253
(주)포스코아이씨티,022100,2018/12,-9.02,596991,337892,259099,329776,207941,-33230,39957,42636,267215,189
(주)포스코아이씨티,022100,2019/12,10.87,663898,363217,300681,443800,261851,38093,46502,68740,220098,126
(주)포스코아이씨티,022100,2020/12,2.78,674398,366500,307898,469998,283468,10136,23913,73174,204400,187
(주)포스코엠텍,009520,2000/12,5.06,80481,46896,33585,52126,28403,2405,1714,0,28356,1000
(주)포스코엠텍,009520,2001/12,5.72,81911,47253,34657,55689,30980,2695,1032,0,26222,893
(주)포스코엠텍,009520,2002/12,5.52,97320,47043,50277,76249,45025,2603,1035,0,21071,862
(주)포스코엠텍,009520,2003/12,6.61,105292,49963,55330,81162,48931,3205,1231,0,24130,1342
(주)포스코엠텍,009520,2004/12,7.88,124346,51923,72423,97836,63079,4012,2124,0,26509,1403
(주)포스코엠텍,009520,2005/12,19.94,131815,61577,70238,102037,60799,11319,6077,0,29778,2056
(주)포스코엠텍,009520,2006/12,14.47,129853,68955,60898,101533,52604,9444,8896,0,28321,2287
(주)포스코엠텍,009520,2007/12,14.62,144942,77793,67149,102310,59211,10727,9305,58752,42632,2968
(주)포스코엠텍,009520,2008/12,-14.9,154668,56808,97861,56580,89078,-10031,12607,46832,98089,4092
(주)포스코엠텍,009520,2009/12,6.27,165141,68616,96525,77203,89085,3933,9248,50117,87938,3682
(주)포스코엠텍,009520,2010/12,7.13,291438,154273,137164,221365,130239,7949,14721,56154,70073,3574
(주)포스코엠텍,009520,2011/12,7.84,316953,163077,153876,236786,148630,12447,16424,66587,80167,3730
(주)포스코엠텍,009520,2012/12,8.8,340877,171726,169150,236187,160972,14737,17970,75237,104690,3961
(주)포스코엠텍,009520,2013/12,-6.55,346577,153202,193375,232924,185918,-10649,-1169,64138,113653,5768
(주)포스코엠텍,009520,2014/12,-99.18,223697,49492,174206,139573,165858,-100513,-17137,-39572,84124,5623
(주)포스코엠텍,009520,2015/12,42.81,184536,77359,107177,122404,99946,27155,13011,27872,62132,4323
(주)포스코엠텍,009520,2016/12,3.24,150790,76996,73794,95193,68655,2501,15878,27505,55597,1714
(주)포스코엠텍,009520,2017/12,12.38,142854,82675,60179,89269,55611,9881,12168,27617,53586,1157
(주)포스코엠텍,009520,2018/12,16.5,122733,88251,34481,93651,30624,14101,18992,33194,29082,747
(주)포스코엠텍,009520,2019/12,11.87,129017,89960,39057,101545,32758,10577,13061,34903,27472,9
(주)포스코엠텍,009520,2020/12,10.1,130303,96401,33903,107318,30800,9410,11611,41343,22986,13
(주)포스코케미칼,003670,2000/12,,123598,57703,65895,71115,39569,5060,11523,0,52483,2694
(주)포스코케미칼,003670,2001/12,6.83,115740,71909,43831,68905,41694,4909,7980,0,46835,3176
(주)포스코케미칼,003670,2002/12,9.87,113064,74801,38262,74516,29258,7237,14528,0,38548,835
(주)포스코케미칼,003670,2003/12,14.43,119482,85992,33490,82340,24590,11600,16304,0,37142,602
(주)포스코케미칼,003670,2004/12,15.85,136455,98439,38016,99268,33824,14616,19930,0,37188,530
(주)포스코케미칼,003670,2005/12,15.9,146322,110518,35804,104829,31303,16607,19171,0,41493,235
(주)포스코케미칼,003670,2006/12,12.39,155514,120342,35172,115242,29709,14297,17985,0,40271,26
(주)포스코케미칼,003670,2007/12,13.34,174308,132953,41355,132009,30640,16899,20796,79677,42299,11
(주)포스코케미칼,003670,2008/12,17.51,233415,154728,78686,190998,66268,25181,32097,100427,42417,3
(주)포스코케미칼,003670,2009/12,19.59,257455,183083,74373,209786,62523,33089,41487,129086,47669,3
(주)포스코케미칼,003670,2010/12,26.83,355865,234935,120930,293538,107224,56083,70190,180739,62328,60
(주)포스코케미칼,003670,2011/12,32.87,479615,327199,152416,367948,137627,92391,120436,274014,111668,53
(주)포스코케미칼,003670,2012/12,21.63,533402,399104,134298,361331,120006,78554,93403,345919,172071,88
(주)포스코케미칼,003670,2013/12,14.13,588670,449272,139399,315346,128985,59953,76795,398604,273324,99
(주)포스코케미칼,003670,2014/12,14.75,647398,507448,139951,360673,131389,70544,88236,456780,286725,233
(주)포스코케미칼,003670,2015/12,8.39,653689,540578,113112,361163,106518,43978,53457,491268,292526,55
(주)포스코케미칼,003670,2016/12,10.6,703337,588045,115292,401678,113324,59820,78811,538494,301659,13
(주)포스코케미칼,003670,2017/12,11.84,791424,643206,148219,444308,146991,72870,100675,592538,347117,1
(주)포스코케미칼,003670,2018/12,11.75,837866,693809,144056,416987,140971,78552,101825,643132,420879,1
(주)포시에스,189690,2012/06,,10331,9461,870,8435,870,3621,4106,7084,1896,0
(주)포시에스,189690,2013/06,32.37,14769,13669,1100,9701,1010,4424,4916,11292,5068,0
(주)포시에스,189690,2014/06,22.25,24725,23582,1143,19326,1143,4145,4111,15205,5399,0
(주)포시에스,189690,2015/06,16.32,41671,40159,1511,34585,1511,5202,4367,20237,7085,0
(주)포시에스,189690,2016/06,10.38,43044,41991,1054,35838,1054,4264,4439,23726,7206,0
(주)포시에스,189690,2017/06,4.91,44268,43456,813,13955,748,2097,2262,25035,30314,0
(주)포시에스,189690,2018/06,13.56,51263,49190,2074,13956,1472,6282,3981,30491,37308,2
(주)포시에스,189690,2019/06,4.18,53134,50563,2571,21117,2106,2086,5168,31804,32017,4
(주)포시에스,189690,2020/06,9.52,57084,54625,2459,20989,2003,5008,4633,35900,36095,3
(주)포이보스,038810,2000/12,21.66,8573,7547,1026,7487,765,1201,1676,0,1085,59
(주)포이보스,038810,2001/12,8.57,23054,16129,6925,9370,1383,1015,2115,0,13684,301
(주)포이보스,038810,2002/12,-8.49,39655,18807,20848,20162,10417,-1484,532,0,19492,170
(주)포이보스,038810,2003/12,-123.28,28985,5428,23557,17914,13610,-14939,-173,0,11071,1038
(주)포이보스,038810,2004/12,1.56,33201,11592,21609,9940,13623,133,-166,0,23261,1664
(주)포이보스,038810,2005/12,-22.43,61060,36888,24172,18936,10990,-5437,1757,0,42124,1711
(주)포이보스,038810,2006/12,15.32,116109,68585,47524,40836,24414,8079,-2426,0,75273,1287
(주)포이보스,038810,2007/12,-40.55,103474,48033,55441,27239,31438,-23646,-3780,-15568,76235,3011
(주)포이보스,038810,2008/12,0,21634,-87137,108771,5771,80528,-84110,-7328,-108905,15863,7936
(주)포인트모바일,318020,2012/12,,11300,8861,2438,9288,2438,3825,3301,8366,2011,30
(주)포인트모바일,318020,2013/12,22.21,13101,9910,3190,10468,3138,2201,1596,9415,2632,0
(주)포인트모바일,318020,2014/12,23.5,15104,11897,3207,12133,3136,2562,1739,11401,2971,2
(주)포인트모바일,318020,2015/12,32.07,29547,16532,13015,16940,12706,4559,3196,15960,12606,157
(주)포인트모바일,318020,2016/12,25.22,39363,20447,18916,31927,18803,4662,5710,20622,7437,500
(주)포인트모바일,318020,2017/12,10.19,41886,22497,19389,30038,19168,2188,3724,22810,11848,506
(주)포인트모바일,318020,2018/12,14.33,65686,26060,39626,48605,26013,3478,5831,20992,17080,1563
(주)포인트모바일,318020,2019/12,22.39,67292,34589,32702,45922,20671,6789,6836,27526,21370,1297
(주)포인트모바일,318020,2020/12,-43.37,87010,49120,37890,57906,33702,-18154,443,9214,29105,736
(주)포인트엔지니어링,176560,2007/12,,7871,3005,4866,3070,4466,1063,2141,1786,4800,140
(주)포인트엔지니어링,176560,2008/12,36.02,9775,4696,5079,2670,4815,1691,2688,3477,7105,183
(주)포인트엔지니어링,176560,2009/12,36.56,14027,8337,5690,5176,5314,2383,2870,5860,8850,111
(주)포인트엔지니어링,176560,2010/12,65.99,29291,16547,12744,11208,9586,8211,7329,14070,18084,311
(주)포인트엔지니어링,176560,2011/12,27.47,35310,20927,14383,10361,5889,5148,5582,18450,24949,586
(주)포인트엔지니어링,176560,2012/12,1.13,36836,20815,16021,10860,4790,236,719,18686,25976,691
(주)포인트엔지니어링,176560,2013/12,4.59,38725,22289,16436,13107,7013,989,1429,19675,25618,607
(주)포인트엔지니어링,176560,2014/12,11.36,36758,22552,14206,13706,13254,2547,767,21224,23052,439
(주)포인트엔지니어링,176560,2015/12,7.92,39232,24412,14820,15608,3888,1860,1598,23084,23624,310
(주)포인트엔지니어링,256630,2016/12,,,,,,,,,,,
(주)포인트엔지니어링,176560,2016/12,12.36,48518,26566,21953,18970,15386,3152,4153,25237,29548,318
(주)포인트엔지니어링,176560,2017/12,19.91,63472,37181,26292,23240,22067,6346,9499,33351,40233,506
(주)포인트엔지니어링,256630,2017/12,,,,,,,,,,,
(주)포인트엔지니어링,176560,2018/12,25.14,73394,47859,25535,28649,21211,10690,13592,43060,44745,482
(주)포인트엔지니어링,256630,2018/12,,,,,,,,,,,
(주)포인트엔지니어링,256630,2019/12,1.39,87930,64854,23076,39008,20098,904,4457,42827,48922,438
(주)포인트엔지니어링,256630,2020/12,12.05,103046,75406,27640,51218,19961,8451,10839,50252,51828,417
(주)포티스,141020,2009/12,,17207,5078,12129,7852,6644,1965,1668,3529,9355,125
(주)포티스,141020,2010/12,30.04,18587,7258,11329,8646,6611,2180,2359,5710,9941,483
(주)포티스,141020,2011/12,37.59,26967,11006,15961,15054,13979,3433,4118,9071,11912,565
(주)포티스,141020,2012/12,28.76,31059,14762,16297,18545,12454,3705,4331,12830,12514,476
(주)포티스,141020,2013/12,-30.73,27307,14651,12656,12749,9851,-4520,-5881,8230,14557,287
(주)포티스,141020,2014/12,-36.11,34770,23374,11397,20256,9791,-6865,-6179,1352,14514,400
(주)포티스,141020,2015/12,-69.65,33000,12523,20477,18674,15847,-12502,-7889,-11532,14326,594
(주)포티스,141020,2016/12,-243.48,28401,6291,22110,14573,6106,-22904,-1313,-34260,13828,1510
(주)포티스,141020,2017/12,12.87,35475,30454,5021,25829,2721,2364,2442,-31968,9646,902
(주)포티스,141020,2018/12,-41.73,74234,33229,41005,65049,39923,-13288,-4352,-45367,9185,2975
(주)포티스,141020,2019/12,-94.74,72482,36743,35739,56238,34365,-33147,-16050,-78376,16243,7638
(주)포티스,141020,2020/12,-5.92,87066,69202,15919,71667,14732,-3134,-30,-81510,15399,497
(주)포휴먼,049690,2000/12,,6657,4319,2338,5061,1365,751,936,0,1596,68
(주)포휴먼,049690,2001/12,8.75,10059,7701,2358,7884,1385,674,931,0,2175,61
(주)포휴먼,049690,2002/12,5.08,10796,8102,2694,8545,1863,401,263,0,2251,52
(주)포휴먼,049690,2003/12,-90.9,6756,2804,3952,4523,2077,-4956,-3907,0,2233,104
(주)포휴먼,049690,2004/12,0,5899,-93,5992,2950,3179,-3636,-1692,0,2949,250
(주)포휴먼,049690,2005/12,0,45075,44611,464,1432,350,1704,-238,0,43643,87
(주)포휴먼,049690,2006/12,20.84,67347,55591,11756,10796,2644,10442,-330,0,56551,183
(주)포휴먼,049690,2007/12,13.83,105465,100546,4919,19211,1717,10798,296,21168,86254,769
(주)포휴먼,049690,2008/12,21.39,150059,138652,11407,21990,2105,25577,1631,46496,128069,0
(주)포휴먼,049690,2009/12,-8.43,150252,127161,23091,23490,7694,-11200,-1936,35941,126762,382
(주)폴라리스오피스,041020,2002/12,,5101,4666,435,3434,252,164,0,0,1666,1
(주)폴라리스오피스,041020,2003/12,-53.66,4180,3036,1144,2997,896,-1629,-1284,0,1183,0
(주)폴라리스오피스,041020,2004/12,44.3,7555,6091,1464,5565,1393,2022,2053,0,1990,0
(주)폴라리스오피스,041020,2005/12,6.67,25085,23698,1387,20355,1199,994,838,0,4730,0
(주)폴라리스오피스,041020,2006/12,8.39,27041,24818,2222,20080,1792,2035,1316,0,6961,2
(주)폴라리스오피스,041020,2007/12,16.01,28926,26402,2525,19418,2309,4100,4162,8721,9508,2
(주)폴라리스오피스,041020,2008/12,18.53,34467,30149,4318,23973,3956,5239,4812,13961,10494,0
(주)폴라리스오피스,041020,2009/12,5.84,49233,36495,12738,29677,12161,1947,5320,15907,19556,241
(주)폴라리스오피스,041020,2010/12,-12,93955,68027,25928,76324,25050,-6269,-1287,9638,17631,1176
(주)폴라리스오피스,041020,2011/12,4,99825,72140,27685,65821,25467,2803,4598,11644,34004,1266
(주)폴라리스오피스,041020,2012/12,10.27,92179,80382,11797,58529,9519,7832,12826,19636,33650,1051
(주)폴라리스오피스,041020,2013/12,10.49,126153,97208,28945,89956,26376,9319,16515,28787,36197,794
(주)폴라리스오피스,041020,2014/12,-11.25,97819,86520,11299,52441,9188,-10337,3742,18482,45378,980
(주)폴라리스오피스,041020,2015/12,-28.85,72021,64806,7215,26166,5676,-21830,-15969,-3232,45855,2
(주)폴라리스오피스,041020,2016/12,-63.64,44585,32773,11812,24057,10560,-31049,-17634,-34159,20528,0
(주)폴라리스오피스,041020,2017/12,-42.72,43803,36056,7746,12533,6654,-14703,-13890,-48511,31270,0
