회사명,거래소코드,회계년도,부가가치,종업원1인당 부가가치,종업원1인당 매출액,종업원1인당 순이익,종업원1인당 인건비,노동장비율,기계장비율,자본집약도,총자본투자효율,설비투자효율,기계투자효율,부가가치율,노동소득분배율,자본분배율,이윤분배율
(주)심텍홀딩스,036710,2013/12,17962.62,9.1,264.21,-16.45,9.93,138.38,71.65,289.57,3.14,6.58,12.7,3.44,109.09,-9.09,-180.79
(주)심텍홀딩스,036710,2014/12,67046.06,31.67,308.79,-1.02,9.85,138.85,72.57,288.74,10.97,22.81,43.64,10.26,31.1,68.9,-3.22
(주)심텍홀딩스,036710,2015/12,-2184.12,-156.01,40.42,9124.34,230.85,880.04,0,8309.15,-1.88,-17.73,0,-385.98,0,0,0
(주)심텍홀딩스,036710,2016/12,2693.76,269.38,370.64,14.78,204.66,0,0,0,2.32,22.68,0,72.68,75.98,24.02,5.49
(주)심텍홀딩스,036710,2017/12,3945.16,358.65,301.14,32.85,178.51,0,0,0,2.88,31.79,0,119.1,49.77,50.23,9.16
(주)심텍홀딩스,036710,2018/12,4619.6,256.64,272.59,84.68,128.44,0,0,0,3.39,287.64,0,94.15,50.04,49.96,33
(주)심텍홀딩스,036710,2019/12,1707.22,100.42,236.41,-68.53,124.91,0,0,0,1.35,118.08,0,42.48,124.38,-24.38,-68.24
(주)심텍홀딩스,036710,2020/12,23416.42,1377.44,250.36,1088.74,139.57,0,0,0,17.07,1895.24,0,550.19,10.13,89.87,79.04
(주)심팩메탈,090730,2002/12,,,,,,,,,,,,,,,
(주)심팩메탈,090730,2003/12,6282.55,0,0,0,0,0,0,0,11.38,32.22,156.82,14.74,14.29,85.71,-22.44
(주)심팩메탈,090730,2004/12,18607.08,0,0,0,0,0,0,0,30.98,100.53,550.39,32.54,5.12,94.88,66.21
(주)심팩메탈,090730,2005/12,8787.33,0,0,0,0,0,0,0,16.05,53.12,335.41,19.79,14.2,85.8,21.03
(주)심팩메탈,090730,2006/12,-1907.63,0,0,0,0,0,0,0,-4.94,-12.12,-90.09,-3.8,0,0,0
(주)심팩메탈,090730,2007/12,16406.69,0,0,0,0,0,0,0,19.63,68.89,442.11,20.22,16.3,83.7,54.26
(주)심팩메탈,090730,2008/12,62875.39,369.86,1377.79,242.06,31.55,146.62,27.23,964.41,38.35,252.25,1358.02,26.84,8.53,91.47,65.45
(주)심팩메탈,090730,2009/12,16237.39,98.41,722.45,54.47,19.02,147.8,25.38,991.74,9.92,66.58,387.73,13.62,19.32,80.68,55.35
(주)심팩메탈,090730,2010/12,36479.55,213.33,1149.73,145.47,21.11,147.81,32.12,1110.19,19.22,144.33,664.2,18.55,9.9,90.1,68.19
(주)심팩메탈,090730,2011/12,27066.77,175.76,1070,118.16,24.44,162.64,36.11,1373.05,12.8,108.06,486.74,16.43,13.91,86.09,67.23
(주)심팩메탈,090730,2012/12,18868.84,117.2,1049.76,77.44,23.99,171.38,37.15,1309.88,8.95,68.38,315.47,11.16,20.47,79.53,66.08
(주)심팩메탈,090730,2013/12,11787.03,71.44,700.33,43.74,21.2,172.28,42.37,1354.3,5.27,41.47,168.59,10.2,29.67,70.33,61.23
(주)심팩메탈,090730,2014/12,10902.13,71.72,729.73,41.27,20.56,183.96,43.49,1425.4,5.03,38.99,164.9,9.83,28.66,71.34,57.54
(주)심팩메탈,090730,2015/12,6729.47,42.86,594.49,19.77,19.45,174.13,37.02,1314.88,3.26,24.62,115.79,7.21,45.39,54.61,46.12
(주)심팩메탈,090730,2016/12,18419.86,94.46,705.35,34.72,16.65,0,0,0,7.27,18.95,64.96,13.39,17.63,82.37,36.76
(주)심팩메탈,090730,2017/12,32041.93,159.41,1140.52,82.34,19.92,0,0,0,12.19,34.54,137.84,13.98,12.5,87.5,51.65
(주)싸이맥스,160980,2007/12,,,,,,,,,,,,,,,
(주)싸이맥스,160980,2008/12,1891.7,0,0,0,0,0,0,0,29.82,124.19,2492.88,21.22,69.11,30.89,5.69
(주)싸이맥스,160980,2009/12,1403,0,0,0,0,0,0,0,12.9,89.28,3367.74,12.23,54.77,45.23,11.51
(주)싸이맥스,160980,2010/12,6205.48,0,0,0,0,0,0,0,33.23,596.67,13331.07,15.2,20.69,79.31,65.29
(주)싸이맥스,160980,2011/12,6410.52,0,0,0,0,0,0,0,23.92,788.76,3290.52,15.16,26.69,73.31,54.52
(주)싸이맥스,160980,2012/12,4961.48,0,0,0,0,0,0,0,22.85,570.02,2434.49,14.35,43.63,56.37,48.49
(주)싸이맥스,160980,2013/12,8277.06,0,0,0,0,0,0,0,23.75,1149.91,5649.95,16.87,34.66,65.34,51.31
(주)싸이맥스,160980,2014/12,9594.88,0,0,0,0,0,0,0,24.43,1478.2,8834.01,17.54,25.61,74.39,62.46
(주)싸이맥스,160980,2015/12,5472.64,54.18,548.91,16.15,30.65,100.8,0.71,705.46,7.68,53.75,7651.79,9.87,56.56,43.44,29.81
(주)싸이맥스,160980,2016/12,12040.91,92.62,562.89,49.6,25.24,238.84,13.29,698.51,13.26,38.78,696.91,16.45,27.25,72.75,53.55
(주)싸이맥스,160980,2017/12,29938.48,187.12,1014.48,111.76,30.59,0,0,0,21.54,87.88,2106.25,18.44,16.35,83.65,59.73
(주)싸이맥스,160980,2018/12,21223.64,111.7,650.65,64.92,28.45,0,0,0,16.43,54.47,2060.15,17.17,25.47,74.53,58.12
(주)싸이맥스,160980,2019/12,12359.08,65.39,393.06,30.06,25.04,0,0,0,8.73,35.11,1909.15,16.64,38.29,61.71,45.98
(주)싸이맥스,160980,2020/12,36390.06,181.95,798.55,113.58,29.61,0,0,0,20.25,181.5,14007.76,22.79,16.27,83.73,62.42
(주)싸이버원,356890,2018/12,,,,,,,,,,,,,,,
(주)싸이버원,356890,2019/12,4649.99,0,0,0,0,0,0,0,34.1,71.96,388.98,20.79,40.01,59.99,40.93
(주)싸이버원,356890,2020/12,4909.95,21.35,89.57,8.56,8.57,0,0,0,32.2,78,475.86,23.83,40.14,59.86,40.08
(주)싸이토젠,217330,2014/12,,,,,,,,,,,,,,,
(주)싸이토젠,217330,2015/12,-1838.03,0,0,0,0,0,0,0,-43.17,-214.07,-1733.8,-375.37,0,0,0
(주)싸이토젠,217330,2016/12,-78.9,0,0,0,0,0,0,0,-1.56,-8.71,-96.5,-9.28,0,0,0
(주)싸이토젠,217330,2017/12,21.13,0,0,0,0,0,0,0,0.34,2.61,36.74,10.26,6918.96,-6818.96,-12400.09
(주)싸이토젠,217330,2018/12,-541.98,-20.07,45.39,-96.27,49.23,0,0,0,-2.38,-36.85,-101.1,-44.23,0,0,0
(주)싸이토젠,217330,2019/12,-1933.85,-50.89,21.02,-108.97,37.61,62.45,10.17,518.85,-9.81,-81.48,-500.28,-242.06,0,0,0
(주)싸이토젠,217330,2020/12,-1661.99,-34.62,13.39,-101.85,46.45,0,0,0,-5.87,-95.91,-723.73,-258.61,0,0,0
(주)쌈지,033260,2000/12,27509.59,47.51,205.42,9.24,24.06,45.92,0.03,125.16,37.96,103.46,181965.8,23.13,50.64,49.36,19.44
(주)쌈지,033260,2001/12,36886.02,59.21,204.24,15.04,26.43,43.15,0.02,140.33,42.19,137.22,262702.24,28.99,44.65,55.35,25.4
(주)쌈지,033260,2002/12,34447.85,46.11,172.61,7.52,26.05,38.35,0.01,146.57,31.46,120.26,357120.57,26.72,56.48,43.52,16.31
(주)쌈지,033260,2003/12,26846.89,37.5,190.48,-5.27,31.35,41.38,0.06,164.43,22.8,90.6,61135.14,19.68,83.62,16.38,-14.05
(주)쌈지,033260,2004/12,22405.69,35.17,193.57,-1.98,23.79,32.02,0.05,141.65,24.83,109.83,78084.91,18.17,67.63,32.37,-5.62
(주)쌈지,033260,2005/12,25533.62,42.63,218.22,-1.71,24.91,39.76,0.06,168.16,25.35,107.21,65886.42,19.53,58.43,41.57,-4.01
(주)쌈지,033260,2006/12,25762.65,48.98,238.83,-0.45,28.69,41.82,0.08,195.42,25.06,117.12,57718.49,20.51,58.58,41.42,-0.92
(주)쌈지,033260,2007/12,9911.01,21.5,246.36,-34.87,24.52,45.95,0.06,223.13,9.64,46.79,33614.87,8.73,114.07,-14.07,-162.2
(주)쌈지,033260,2008/12,3576.69,11.54,325.62,-54.02,27.9,57.43,0.06,257.88,4.47,20.09,17887.01,3.54,241.8,-141.8,-468.24
(주)쌈지,033260,2009/12,1273.96,0,0,0,0,0,0,0,1.49,8.11,9271.91,2.2,519.2,-419.2,-1015.32
(주)써니트렌드,035500,2000/12,3861.61,65.45,523.09,23.96,30.01,15.61,0,1254.85,5.22,419.34,0,12.51,45.85,54.15,36.61
(주)써니트렌드,035500,2001/12,-2276.09,-41.38,757.3,-133.59,37.49,15.71,0,1705.16,-2.43,-263.46,0,-5.46,0,0,0
(주)써니트렌드,035500,2002/12,-38815.06,-657.88,739.69,-736.28,36.6,9.97,0,649.59,-101.28,-6601.2,0,-88.94,0,0,0
(주)써니트렌드,035500,2003/12,-9132.56,0,0,0,0,0,0,0,-42.36,-2009.62,0,-47.19,0,0,0
(주)써니트렌드,035500,2004/12,-3516.06,-54.09,33.56,-89.88,12.21,6.37,0.28,272.24,-19.87,-848.83,-19652.69,-161.17,0,0,0
(주)써니트렌드,035500,2005/12,-2439.74,-121.99,609.96,-238.59,54.78,17.12,2.25,906.89,-13.45,-712.4,-5430.22,-20,0,0,0
(주)써니트렌드,035500,2006/12,-2867.88,-124.69,454.38,-186.8,56.16,12.42,1.09,1026.45,-12.15,-1003.98,-11394.49,-27.44,0,0,0
(주)써니트렌드,035500,2007/12,-14505.6,-207.22,171.66,-279.2,30.1,7.49,5.8,493.05,-42.03,-2767.54,-3573.34,-120.72,0,0,0
(주)써니트렌드,035500,2008/12,-20896.43,-674.08,210.96,-861.7,93.36,56.02,53.51,682.94,-98.7,-1203.3,-1259.74,-319.53,0,0,0
(주)써미트테크놀로지,039000,2000/12,5271.9,32.54,263.63,4.01,17.12,14.1,1.09,112.43,28.94,230.72,2977.97,12.34,52.62,47.38,12.31
(주)써미트테크놀로지,039000,2001/12,10480.89,63.14,416.18,8.15,19.96,39.69,2.54,185.46,34.04,159.07,2482.86,15.17,31.62,68.38,12.91
(주)써미트테크놀로지,039000,2002/12,3020.66,17.46,365.58,-36.1,19.65,36.41,4.72,230.92,7.56,47.95,370.24,4.78,112.51,-12.51,-206.75
(주)써미트테크놀로지,039000,2003/12,-15124.48,0,0,0,0,0,0,0,-54.74,-304.22,-1661.21,-44.33,0,0,0
(주)썬코어,051170,2000/12,,,,,,,,,,,,,,,
(주)썬코어,051170,2001/12,6424.94,44.93,140.11,8.59,27.34,59.61,4.3,144.63,31.06,75.38,1043.8,32.07,60.85,39.15,19.13
(주)썬코어,051170,2002/12,5909.56,39.93,138.52,3.62,29.86,57.46,4.72,170.07,23.48,69.49,846.08,28.83,74.79,25.21,9.07
(주)썬코어,051170,2003/12,6240.12,52.44,213.94,6.21,36.75,70.89,7.61,230.67,22.73,73.98,689.35,24.51,70.07,29.93,11.84
(주)썬코어,051170,2004/12,5262.91,44.23,206.86,3.19,32.11,68.23,6.66,231.41,19.11,64.82,664.23,21.38,72.6,27.4,7.2
(주)썬코어,051170,2005/12,6345.21,49.57,188.78,7.51,31.75,76.79,9.97,245.07,20.23,64.56,497.42,26.26,64.04,35.96,15.15
(주)썬코어,051170,2006/12,4791.92,32.38,153.12,-7.14,29.5,68.79,10.84,210.7,15.37,47.07,298.79,21.15,91.1,8.9,-22.05
(주)썬코어,051170,2007/12,4058.45,28.78,181.5,-10.47,36.7,72.82,13.38,270.02,10.66,39.52,215.18,15.86,127.5,-27.5,-36.38
(주)썬코어,051170,2008/12,2622.21,15.16,177.01,-13.87,15.71,55.49,8.3,239.91,6.32,27.31,182.69,8.56,103.66,-3.66,-91.48
(주)썬코어,051170,2009/12,683.63,5.34,182.42,-41.37,26.61,66.92,9.38,289.2,1.85,7.98,56.93,2.93,498.21,-398.21,-774.56
(주)썬코어,051170,2010/12,-2722.59,-18.15,226.79,-54.28,23.03,44.35,12.1,248.08,-7.32,-40.92,-149.98,-8,0,0,0
(주)썬코어,051170,2011/12,5857.96,36.38,263.98,0.66,24.12,135.63,18.91,345.17,10.54,26.83,192.42,13.78,66.3,33.7,1.83
(주)썬코어,051170,2012/12,4655.76,28.39,236.46,-2.59,22.69,179.81,23.61,421.77,6.73,15.79,120.26,12.01,79.92,20.08,-9.13
(주)썬코어,051170,2013/12,7194.02,41.11,206.96,0.69,24.22,205.68,25.55,419.66,9.8,19.99,160.91,19.86,58.92,41.08,1.68
(주)썬코어,051170,2014/12,1973.47,12.33,219.45,-25.16,24.5,169.31,30.96,395.84,3.12,7.29,39.83,5.62,198.66,-98.66,-204
(주)썬코어,051170,2015/12,-1814.33,-12.96,206.27,-59.65,24.94,184.72,28.76,540.29,-2.4,-7.02,-45.07,-6.28,0,0,0
(주)썬코어,051170,2016/12,-29044.45,-238.07,173.59,-288.1,25.24,0,0,0,-63.03,-118.57,-937.82,-137.14,0,0,0
(주)썬테크놀로지스,122800,2005/12,,,,,,,,,,,,,,,
(주)썬테크놀로지스,122800,2006/12,2987.58,0,0,0,0,0,0,0,27.11,75,154.98,22.11,24.78,75.22,29.8
(주)썬테크놀로지스,122800,2007/12,2403.26,0,0,0,0,0,0,0,20.59,60.43,132.05,14.54,28.63,71.37,16.6
(주)썬테크놀로지스,122800,2008/12,2866,0,0,0,0,0,0,0,21.58,75.99,171.28,17.05,30.99,69.01,16.95
(주)썬테크놀로지스,122800,2009/12,7535.5,0,0,0,0,0,0,0,49.41,141.09,339.36,28.89,19.24,80.76,51.54
(주)썬테크놀로지스,122800,2010/12,6138.53,67.46,252.86,27.57,17.4,62.75,24.67,244.39,27.6,107.5,273.42,26.68,25.79,74.21,40.86
(주)썬테크놀로지스,122800,2011/12,5174.72,0,0,0,0,0,0,0,18.5,44.82,117.66,21.76,31.24,68.76,38.44
(주)썬테크놀로지스,122800,2012/12,3619.92,0,0,0,0,0,0,0,9.94,25.21,51.97,15.52,44.31,55.69,7.48
(주)썬테크놀로지스,122800,2013/12,1826.64,19.23,231.23,-16.86,17.26,153.81,80.95,394.06,4.88,12.5,23.75,8.32,89.75,10.25,-87.69
(주)썬테크놀로지스,122800,2014/12,4527.61,48.68,215.87,5.61,19.07,197.03,67.75,372.86,13.06,24.71,71.86,22.55,39.16,60.84,11.52
(주)썬테크놀로지스,122800,2015/12,7102.9,70.33,245.84,16.59,27.97,193.47,51.11,417.46,16.85,36.35,137.61,28.61,39.77,60.23,23.59
(주)썬테크놀로지스,122800,2016/12,-1233.27,-11.01,223.7,-69.88,22.06,0,0,0,-2.65,-6.88,-31.87,-4.92,0,0,0
(주)썬테크놀로지스,122800,2017/12,-7539.5,-78.54,158.64,-129.7,24.01,0,0,0,-22.54,-75.35,-253.14,-49.5,0,0,0
(주)썬테크놀로지스,122800,2018/12,-2162.09,-23.25,141.38,-75.73,25.64,0,0,0,-6.7,-10.32,-55.06,-16.44,0,0,0
(주)썸에이지,208640,2014/12,,,,,,,,,,,,,,,
(주)썸에이지,208640,2015/12,,,,,,,,,,,,,,,
(주)썸에이지,208640,2016/12,-2562.21,-21.9,51.4,-59.3,37.42,0,0,0,-6.84,-117.98,-1761.05,-42.6,0,0,0
(주)썸에이지,208640,2017/12,431.49,2.84,20.85,-53.23,54.82,0,0,0,1.52,147,400.06,13.61,1931.2,-1831.2,-1875.2
(주)썸에이지,208640,2018/12,-15321.31,-102.83,22.59,-171.16,65.87,0,0,0,-38.34,-6115.95,-19630.38,-455.19,0,0,0
(주)썸에이지,208640,2019/12,-6222.75,-239.34,135.83,-392.3,137.56,0,0,0,-18.99,-15204.17,0,-176.21,0,0,0
(주)썸에이지,208640,2020/12,-4803.09,-200.13,300.74,-126.47,62.15,0,0,0,-14.94,-1094.12,-11886.47,-66.55,0,0,0
(주)쎄노텍,222420,2015/12,,,,,,,,,,,,,,,
(주)쎄노텍,222420,2016/12,6729,83.07,495.78,36.48,15.42,250.29,85.26,630.78,13.17,33.19,97.44,16.76,18.56,81.44,43.92
(주)쎄노텍,222420,2017/12,6151.28,78.86,518.83,29.99,17.35,0,0,0,11.31,30.7,93.13,15.2,22,78,38.03
(주)쎄노텍,222420,2018/12,368.17,3.68,327.97,-27.66,20.33,0,0,0,0.52,1.19,5.27,1.12,552.14,-452.14,-751.23
(주)쎄노텍,222420,2019/12,1856.35,17.19,261.18,-19.95,17.31,0,0,0,2.18,3.78,14.23,6.58,100.72,-0.72,-116.07
(주)쎄노텍,222420,2020/12,1498.98,14.84,231.77,-71.02,17.54,0,0,0,1.85,2.98,9.39,6.4,118.15,-18.15,-478.5
(주)쎄니트,037760,2000/12,4873.99,64.13,603.26,-13.69,27.95,257.15,201.95,465.73,13.77,24.94,31.76,10.63,43.58,56.42,-21.35
(주)쎄니트,037760,2001/12,4045.64,54.67,434.5,-31.02,27.05,258.76,193.76,444.46,12.3,21.13,28.22,12.58,49.47,50.53,-56.73
(주)쎄니트,037760,2002/12,6053.81,75.67,453.08,-0.86,27.36,214.53,151.59,417.53,18.12,35.27,49.92,16.7,36.16,63.84,-1.14
(주)쎄니트,037760,2003/12,6126.12,73.81,455.22,1.58,29.33,181.12,120.19,418.49,17.64,40.75,61.41,16.21,39.74,60.26,2.14
(주)쎄니트,037760,2004/12,5165.57,58.04,511.27,4.97,9.94,179.99,120.2,370.41,15.67,32.25,48.29,11.35,17.12,82.88,8.56
(주)쎄니트,037760,2005/12,2635.1,31.75,476.34,-21.83,10.26,161.71,98.99,337.65,9.4,19.63,32.07,6.67,32.31,67.69,-68.76
(주)쎄니트,037760,2006/12,6664.54,80.3,529.17,22.46,12.02,129.24,68.76,359.1,22.36,62.13,116.77,15.17,14.98,85.02,27.97
(주)쎄니트,037760,2007/12,1028.72,11.56,479.59,-50.21,20.61,93.8,30.3,423.83,2.73,12.32,38.14,2.41,178.3,-78.3,-434.4
(주)쎄니트,037760,2008/12,-6772.53,-96.75,472.2,-169.04,28.2,226.52,34.45,427.34,-22.64,-42.71,-280.82,-20.49,0,0,0
(주)쎄니트,037760,2009/12,-983.69,-13.29,335.35,-73.78,20.05,196.48,22.01,714.25,-1.86,-6.77,-60.38,-3.96,0,0,0
(주)쎄니트,037760,2010/12,1238.34,19.66,453.08,-29.76,17.55,213.9,21.48,672.44,2.92,9.19,91.52,4.34,89.26,10.74,-151.42
(주)쎄니트,037760,2011/12,-1968.08,-36.45,487.27,-87.08,19.78,264.18,15.91,1078.76,-3.38,-13.8,-229.06,-7.48,0,0,0
(주)쎄니트,037760,2012/12,1248.68,13.14,331.17,-8.14,7.21,141.57,6.8,583.6,2.25,9.28,193.33,3.97,54.82,45.18,-61.92
(주)쎄니트,037760,2013/12,3180.49,31.49,324.97,9.87,8.48,233.68,7.55,740.15,4.25,13.48,417.23,9.69,26.93,73.07,31.35
(주)쎄니트,037760,2014/12,4330.93,24.61,174.67,8.75,4.78,201.66,5.87,487.43,5.05,12.2,419.27,14.09,19.43,80.57,35.57
(주)쎄니트,037760,2015/12,6649.05,30.09,229.98,22.25,5.01,173.63,6.24,437.4,6.88,17.33,482.23,13.08,16.65,83.35,73.96
(주)쎄니트,037760,2016/12,8042.58,32.83,262.41,9.77,5.37,0,0,0,7.04,17.73,174.15,12.51,16.36,83.64,29.76
(주)쎄니트,037760,2017/12,5909.1,19.37,234.09,6.35,4.82,0,0,0,5.15,13.45,129.09,8.28,24.87,75.13,32.75
(주)쎄니트,037760,2018/12,5791.3,18.93,228.53,0.51,4.96,0,0,0,5.28,13.77,141.24,8.28,26.2,73.8,2.69
(주)쎄니트,037760,2019/12,6251.35,20.84,226.78,-1.02,5.38,0,0,0,5.58,20.25,163.43,9.19,25.84,74.16,-4.88
(주)쎄니트,037760,2020/12,15054.09,74.53,270.16,29.46,9.35,0,0,0,12.62,52.33,417.43,27.59,12.54,87.46,39.53
(주)쎄라텍,041550,2000/12,37292.65,94.89,119.45,34.59,21.21,81.26,53.2,396.4,23.94,116.78,178.39,79.44,22.35,77.65,36.45
(주)쎄라텍,041550,2001/12,11363.95,29.29,87.35,-25.18,37.24,70.4,40.08,265.75,11.02,41.6,73.08,33.53,127.13,-27.13,-85.97
(주)쎄라텍,041550,2002/12,8757.9,29.99,102.11,-43.73,36.98,191.46,42.85,301.48,9.95,15.67,69.99,29.37,123.3,-23.3,-145.81
(주)쎄라텍,041550,2003/12,8091.08,25.77,73.65,-34.67,30.06,165.89,31.32,228.09,11.3,15.53,82.28,34.99,116.67,-16.67,-134.55
(주)쎄라텍,041550,2004/12,8250.1,31.73,104.25,-9.22,10.83,177.9,20.2,256.51,12.37,17.84,157.11,30.44,34.15,65.85,-29.06
(주)쎄라텍,041550,2005/12,8431.92,31.82,103.57,5.05,7.9,163.05,11.24,239.14,13.31,19.51,283.05,30.72,24.83,75.17,15.86
(주)쎄라텍,041550,2006/12,6162.06,22.01,88.37,3.96,8.05,147.61,9.01,228.18,9.64,14.91,244.14,24.91,36.59,63.41,17.99
(주)쎄라텍,041550,2007/12,-14259.35,-49,96.01,-75.37,8.89,136.76,7.26,183.67,-26.68,-35.83,-674.64,-51.04,0,0,0
(주)쎄라텍,041550,2008/12,-3119.16,-10.65,76.62,-32.96,9.23,130.06,5.09,170.32,-6.25,-8.19,-209.15,-13.89,0,0,0
(주)쎄라텍,041550,2009/12,-31177.24,-111.35,80.89,-133.39,8.96,130.2,3.34,196.46,-56.68,-85.52,-3331.92,-137.65,0,0,0
(주)쎄미시스코,136510,2008/12,,,,,,,,,,,,,,,
(주)쎄미시스코,136510,2009/12,1019.16,0,0,0,0,0,0,0,9.28,53.37,1374.88,30.68,28,72,83.42
(주)쎄미시스코,136510,2010/12,5614.4,0,0,0,0,0,0,0,30.64,248.1,7748.49,52.47,14.56,85.44,69.72
(주)쎄미시스코,136510,2011/12,5449.36,97.31,236.86,69.77,17.97,43.27,0.6,508.75,19.13,224.91,16292.02,41.08,18.46,81.54,71.7
(주)쎄미시스코,136510,2012/12,-580.74,-10.19,79.24,-23.09,22.23,41.66,0.39,467.46,-2.18,-24.46,-2617.23,-12.86,0,0,0
(주)쎄미시스코,136510,2013/12,2644.39,40.07,192.77,20.05,15.63,45.24,0.2,435.39,9.2,88.57,20310.18,20.78,39,61,50.04
(주)쎄미시스코,136510,2014/12,917.38,16.38,155.91,-5.94,18.04,51.74,0.1,474.21,3.45,31.66,16139.74,10.51,110.13,-10.13,-36.28
(주)쎄미시스코,136510,2015/12,2225.2,37.72,155.33,9.78,19.02,47.07,0,439.32,8.58,80.12,37086666.67,24.28,50.43,49.57,25.93
(주)쎄미시스코,136510,2016/12,2411.51,47.28,245.37,28.23,24.02,0,0,0,6.72,29.27,40191800,19.27,50.79,49.21,59.7
(주)쎄미시스코,136510,2017/12,5795.5,65.86,284.3,33.51,24.62,0,0,0,13.8,40.05,356.75,23.17,37.39,62.61,50.88
(주)쎄미시스코,136510,2018/12,5670.73,52.51,203.02,8.07,29.01,0,0,0,13.29,40.29,399.08,25.86,55.25,44.75,15.37
(주)쎄미시스코,136510,2019/12,-3031.35,-33.68,189.79,-68.86,30.95,153.46,3.54,421.28,-8,-21.95,-951.12,-17.75,0,0,0
(주)쎄미시스코,136510,2020/12,-4503.09,-52.98,160.41,-123.03,27.83,0,0,0,-15.26,-33.47,-552.66,-33.03,0,0,0
(주)쎄트렉아이,099320,2002/12,,,,,,,,,,,,,,,
(주)쎄트렉아이,099320,2003/12,1498.17,0,0,0,0,0,0,0,21.45,40.54,3720.77,28.82,20.28,79.72,36.59
(주)쎄트렉아이,099320,2006/12,2422.8,0,0,0,0,0,0,0,15.98,70.37,3220.48,27.29,23.61,76.39,36.3
(주)쎄트렉아이,099320,2007/12,7293.82,0,0,0,0,0,0,0,41.16,199.31,4186.05,39.21,11.73,88.27,65.61
(주)쎄트렉아이,099320,2008/12,4981.38,46.12,192.8,28.81,11.74,81.08,3.55,290.96,15.85,56.89,1299.28,23.92,25.46,74.54,62.47
(주)쎄트렉아이,099320,2009/12,5850.93,46.81,184.38,30.72,9.96,72.33,7.14,310.03,15.1,64.71,655.25,25.39,21.29,78.71,65.63
(주)쎄트렉아이,099320,2010/12,4450.88,32.02,158.83,11.81,9.5,61.29,3.53,279.34,11.46,52.24,907.94,20.16,29.66,70.34,36.88
(주)쎄트렉아이,099320,2011/12,7039.25,49.92,203.13,30.14,9.59,85.93,8.25,341.61,14.61,58.1,604.85,24.58,19.21,80.79,60.38
(주)쎄트렉아이,099320,2012/12,7584.49,46.82,222.67,29.8,7.91,70.77,4.69,292.43,16.01,66.16,998.52,21.03,16.9,83.1,63.65
(주)쎄트렉아이,099320,2013/12,7339.96,43.43,187.09,18.75,8.57,63.81,2.46,326.07,13.32,68.06,1767.97,23.21,19.72,80.28,43.18
(주)쎄트렉아이,099320,2014/12,6421.19,37.33,147.24,14.93,9.14,101.26,1.34,290.95,12.83,36.87,2791.48,25.36,24.49,75.51,39.98
(주)쎄트렉아이,099320,2015/12,7384.13,43.95,156.72,22.56,10.36,99.11,0.48,315.63,13.93,44.35,9070.4,28.05,23.57,76.43,51.34
(주)쎄트렉아이,099320,2016/12,6800.88,34.7,151.17,17.58,9.03,85.13,0.12,311.19,11.15,40.76,28661.81,22.95,26.01,73.99,50.67
(주)쎄트렉아이,099320,2017/12,10274.19,44.87,163.78,26.73,8.17,76.22,2.37,279.76,16.04,58.87,1894.92,27.39,18.21,81.79,59.59
(주)쎄트렉아이,099320,2018/12,8475.32,36.85,173.56,16.8,8.66,0,0,0,11.62,49.68,1781.43,21.23,23.49,76.51,45.59
(주)쎄트렉아이,099320,2019/12,18574.93,76.13,258.71,29.38,10.66,0,0,0,21.02,100.08,1019.3,29.43,14,86,38.6
(주)쎄트렉아이,099320,2020/12,26851.19,93.23,283.81,41.97,10.15,0,0,0,26.52,125.48,1339.36,32.85,10.89,89.11,45.01
(주)쎌바이오텍,049960,2000/12,1875.18,0,0,0,0,0,0,0,16.77,42.52,133.41,51.62,46.23,53.77,7.53
(주)쎌바이오텍,049960,2001/12,2776.7,0,0,0,0,0,0,0,24.52,54.92,166.42,54.5,36.09,63.91,19.03
(주)쎌바이오텍,049960,2002/12,3820.5,90.96,177.56,29.87,27.87,121.3,34.29,315.05,28.87,74.99,265.24,51.23,30.63,69.37,32.84
(주)쎌바이오텍,049960,2003/12,4148.25,115.23,241.12,44.57,36.93,139.95,34.74,393.21,29.3,82.34,331.71,47.79,32.05,67.95,38.68
(주)쎌바이오텍,049960,2004/12,4640.03,128.89,279.36,46.63,37.24,152.28,33.01,426.63,30.21,84.64,390.51,46.14,28.89,71.11,36.18
(주)쎌바이오텍,049960,2005/12,3116.51,63.6,194.92,9.19,27.94,121.32,23.94,479.24,13.27,52.43,265.63,32.63,43.92,56.08,14.45
(주)쎌바이오텍,049960,2006/12,2164.61,46.06,186.43,5.64,17.94,136.27,22.33,502.2,9.17,33.8,206.22,24.7,38.95,61.05,12.25
(주)쎌바이오텍,049960,2007/12,4069.02,64.59,169.92,28.51,15.42,126.66,17.08,367.5,17.57,50.99,378.16,38.01,23.88,76.12,44.15
(주)쎌바이오텍,049960,2008/12,5378.54,82.75,187.78,35.65,20.59,121.32,14.11,351.58,23.54,68.2,586.29,44.07,24.88,75.12,43.08
(주)쎌바이오텍,049960,2009/12,7123.57,106.32,236.01,63.74,16.24,112.67,11.39,407.19,26.11,94.37,933.45,45.05,15.27,84.73,59.95
(주)쎌바이오텍,049960,2010/12,8518.95,119.99,256.37,70.9,21.73,109.8,16.34,457.96,26.2,109.28,734.45,46.8,18.11,81.89,59.09
(주)쎌바이오텍,049960,2011/12,8276.29,111.84,289.94,69.9,25.35,112.17,19.93,455.85,24.53,99.71,561.14,38.57,22.66,77.34,62.5
